le_index,we_index,length_class,numbers_length,length_unit,comments
19785,3992,9.75,15,1/2 cm,
19786,3992,10.25,50,1/2 cm,
19787,3992,10.75,82,1/2 cm,
19788,3992,11.25,52,1/2 cm,
19789,3992,11.75,18,1/2 cm,
19790,3992,12.25,12,1/2 cm,
19791,3992,12.75,8,1/2 cm,
19792,3992,13.25,4,1/2 cm,
19793,3996,7.75,16,1/2 cm,
19794,3996,8.25,36,1/2 cm,
19795,3996,8.75,10,1/2 cm,
19796,3996,9.25,2,1/2 cm,
19797,3996,9.75,37,1/2 cm,
19798,3996,10.25,78,1/2 cm,
19799,3996,10.75,73,1/2 cm,
19800,3996,11.25,36,1/2 cm,
19801,3996,11.75,17,1/2 cm,
19802,3996,12.25,4,1/2 cm,
19803,3996,12.75,5,1/2 cm,
19804,3996,13.25,1,1/2 cm,
19805,3999,36.5,1,cm below,
19806,3999,37.5,2,cm below,
19807,3999,38.5,2,cm below,
19808,3999,41.5,1,cm below,
19809,3999,42.5,1,cm below,
19810,3999,48.5,1,cm below,
19811,4000,25.5,38,cm below,
19812,4000,26.5,9,cm below,
19813,4000,27.5,8,cm below,
19814,4000,28.5,8,cm below,
19815,4000,29.5,5,cm below,
19816,4000,30.5,6,cm below,
19817,4000,32.5,1,cm below,
19818,4000,34.5,1,cm below,
19819,4000,36.5,1,cm below,
19820,4001,25.5,1,cm below,
19821,4001,26.5,6,cm below,
19822,4001,27.5,8,cm below,
19823,4001,28.5,5,cm below,
19824,4001,29.5,10,cm below,
19825,4001,30.5,10,cm below,
19826,4001,31.5,5,cm below,
19827,4001,32.5,4,cm below,
19828,4001,33.5,6,cm below,
19829,4001,34.5,3,cm below,
19830,4001,35.5,2,cm below,
19831,4001,36.5,1,cm below,
19832,4001,37.5,2,cm below,
19833,4001,38.5,2,cm below,
19834,4001,40.5,2,cm below,
19835,4001,43.5,1,cm below,
19836,4001,45.5,1,cm below,
19837,4002,26.5,68,cm below,
19838,4002,27.5,50,cm below,
19839,4002,28.5,41,cm below,
19840,4002,29.5,30,cm below,
19841,4002,30.5,32,cm below,
19842,4002,31.5,31,cm below,
19843,4002,32.5,24,cm below,
19844,4002,33.5,33,cm below,
19845,4002,34.5,26,cm below,
19846,4002,35.5,15,cm below,
19847,4002,36.5,27,cm below,
19848,4002,37.5,11,cm below,
19849,4002,38.5,9,cm below,
19850,4002,39.5,7,cm below,
19851,4002,40.5,2,cm below,
19852,4002,41.5,3,cm below,
19853,4002,42.5,2,cm below,
19854,4002,43.5,2,cm below,
19855,4002,45.5,1,cm below,
19856,4002,46.5,1,cm below,
19857,4002,47.5,1,cm below,
19858,4002,49.5,1,cm below,
19859,4003,21.5,1,cm below,
19860,4004,12.5,2,cm below,
19861,4004,13.5,1,cm below,
19862,4004,14.5,1,cm below,
19863,4004,16.5,4,cm below,
19864,4004,17.5,5,cm below,
19865,4004,18.5,5,cm below,
19866,4004,19.5,14,cm below,
19867,4004,20.5,14,cm below,
19868,4004,21.5,23,cm below,
19869,4004,22.5,21,cm below,
19870,4004,23.5,27,cm below,
19871,4004,24.5,18,cm below,
19872,4005,26.5,1,cm below,
19873,4006,22.5,2,cm below,
19874,4006,24.5,3,cm below,
19875,4007,17.5,3,cm below,
19876,4007,18.5,6,cm below,
19877,4007,19.5,9,cm below,
19878,4007,20.5,25,cm below,
19879,4007,21.5,26,cm below,
19880,4007,22.5,44,cm below,
19881,4007,23.5,68,cm below,
19882,4007,24.5,84,cm below,
19883,4007,25.5,80,cm below,
19884,4008,44.5,1,cm below,
19885,4008,64.5,2,cm below,
19886,4008,73.5,1,cm below,
19887,4009,25.5,36,cm below,
19888,4009,26.5,31,cm below,
19889,4009,27.5,30,cm below,
19890,4009,28.5,11,cm below,
19891,4009,29.5,6,cm below,
19892,4009,30.5,5,cm below,
19893,4009,31.5,1,cm below,
19894,4009,34.5,1,cm below,
19895,4010,26.5,1,cm below,
19896,4010,27.5,1,cm below,
19897,4010,28.5,11,cm below,
19898,4010,29.5,9,cm below,
19899,4010,30.5,9,cm below,
19900,4010,31.5,14,cm below,
19901,4010,32.5,16,cm below,
19902,4010,33.5,12,cm below,
19903,4010,34.5,11,cm below,
19904,4010,35.5,7,cm below,
19905,4010,36.5,7,cm below,
19906,4010,37.5,7,cm below,
19907,4010,38.5,2,cm below,
19908,4010,39.5,6,cm below,
19909,4010,40.5,1,cm below,
19910,4010,41.5,4,cm below,
19911,4010,43.5,2,cm below,
19912,4010,44.5,3,cm below,
19913,4010,45.5,2,cm below,
19914,4011,26.5,31,cm below,
19915,4011,27.5,39,cm below,
19916,4011,28.5,49,cm below,
19917,4011,29.5,42,cm below,
19918,4011,30.5,50,cm below,
19919,4011,31.5,40,cm below,
19920,4011,32.5,46,cm below,
19921,4011,33.5,42,cm below,
19922,4011,34.5,33,cm below,
19923,4011,35.5,22,cm below,
19924,4011,36.5,11,cm below,
19925,4011,37.5,11,cm below,
19926,4011,38.5,6,cm below,
19927,4011,39.5,2,cm below,
19928,4011,40.5,5,cm below,
19929,4011,41.5,3,cm below,
19930,4011,43.5,2,cm below,
19931,4011,44.5,2,cm below,
19932,4011,51.5,1,cm below,
19933,4013,22.5,1,cm below,
19934,4014,11.5,2,cm below,
19935,4014,12.5,1,cm below,
19936,4014,13.5,2,cm below,
19937,4014,14.5,2,cm below,
19938,4014,15.5,4,cm below,
19939,4014,16.5,5,cm below,
19940,4014,17.5,11,cm below,
19941,4014,18.5,14,cm below,
19942,4014,19.5,22,cm below,
19943,4014,20.5,23,cm below,
19944,4014,21.5,42,cm below,
19945,4014,22.5,56,cm below,
19946,4014,23.5,62,cm below,
19947,4014,24.5,68,cm below,
19948,4015,14.5,1,cm below,
19949,4015,17.5,1,cm below,
19950,4016,32.5,1,cm below,
19951,4017,15.5,1,cm below,
19952,4017,22.5,1,cm below,
19953,4018,19.5,1,cm below,
19954,4018,21.5,1,cm below,
19955,4018,22.5,3,cm below,
19956,4018,23.5,9,cm below,
19957,4018,24.5,9,cm below,
19958,4018,25.5,21,cm below,
19959,4019,11.5,1,cm below,
19960,4020,39.5,1,cm below,
19961,4020,44.5,1,cm below,
19962,4020,63.5,1,cm below,
19963,4021,25.5,41,cm below,
19964,4021,26.5,31,cm below,
19965,4021,27.5,23,cm below,
19966,4021,28.5,5,cm below,
19967,4021,29.5,2,cm below,
19968,4021,30.5,2,cm below,
19969,4022,26.5,4,cm below,
19970,4022,27.5,4,cm below,
19971,4022,28.5,11,cm below,
19972,4022,29.5,10,cm below,
19973,4022,30.5,11,cm below,
19974,4022,31.5,9,cm below,
19975,4022,32.5,3,cm below,
19976,4022,33.5,2,cm below,
19977,4022,41.5,1,cm below,
19978,4023,26.5,53,cm below,
19979,4023,27.5,62,cm below,
19980,4023,28.5,57,cm below,
19981,4023,29.5,56,cm below,
19982,4023,30.5,50,cm below,
19983,4023,31.5,40,cm below,
19984,4023,32.5,22,cm below,
19985,4023,33.5,21,cm below,
19986,4023,34.5,16,cm below,
19987,4023,35.5,12,cm below,
19988,4023,36.5,7,cm below,
19989,4023,37.5,6,cm below,
19990,4023,38.5,2,cm below,
19991,4023,40.5,3,cm below,
19992,4023,42.5,3,cm below,
19993,4023,43.5,2,cm below,
19994,4023,44.5,4,cm below,
19995,4023,45.5,2,cm below,
19996,4024,13.5,1,cm below,
19997,4024,16.5,1,cm below,
19998,4024,17.5,2,cm below,
19999,4024,18.5,6,cm below,
20000,4024,19.5,15,cm below,
20001,4024,20.5,54,cm below,
20002,4024,21.5,50,cm below,
20003,4024,22.5,71,cm below,
20004,4024,23.5,71,cm below,
20005,4024,24.5,64,cm below,
20006,4025,23.5,1,cm below,
20007,4026,21.5,4,cm below,
20008,4026,22.5,9,cm below,
20009,4026,23.5,26,cm below,
20010,4026,24.5,33,cm below,
20011,4026,25.5,41,cm below,
20012,4027,71.5,1,cm below,
20013,4027,82.5,1,cm below,
20014,4028,25.5,81,cm below,
20015,4028,26.5,59,cm below,
20016,4028,27.5,34,cm below,
20017,4028,28.5,29,cm below,
20018,4028,29.5,19,cm below,
20019,4028,30.5,17,cm below,
20020,4028,31.5,6,cm below,
20021,4028,32.5,3,cm below,
20022,4028,33.5,3,cm below,
20023,4028,34.5,2,cm below,
20024,4028,35.5,1,cm below,
20025,4029,25.5,4,cm below,
20026,4029,26.5,4,cm below,
20027,4029,27.5,5,cm below,
20028,4029,28.5,2,cm below,
20029,4029,29.5,4,cm below,
20030,4029,30.5,6,cm below,
20031,4029,31.5,2,cm below,
20032,4029,32.5,4,cm below,
20033,4029,33.5,1,cm below,
20034,4029,34.5,1,cm below,
20035,4029,35.5,3,cm below,
20036,4029,36.5,1,cm below,
20037,4030,26.5,7,cm below,
20038,4030,27.5,12,cm below,
20039,4030,28.5,15,cm below,
20040,4030,29.5,10,cm below,
20041,4030,30.5,8,cm below,
20042,4030,31.5,11,cm below,
20043,4030,32.5,11,cm below,
20044,4030,33.5,11,cm below,
20045,4030,34.5,7,cm below,
20046,4030,35.5,3,cm below,
20047,4030,36.5,7,cm below,
20048,4030,37.5,2,cm below,
20049,4030,38.5,1,cm below,
20050,4030,39.5,2,cm below,
20051,4030,40.5,1,cm below,
20052,4031,12.5,1,cm below,
20053,4031,17.5,1,cm below,
20054,4031,18.5,1,cm below,
20055,4031,19.5,1,cm below,
20056,4031,20.5,2,cm below,
20057,4031,22.5,1,cm below,
20058,4032,21.5,1,cm below,
20059,4032,22.5,1,cm below,
20060,4032,23.5,1,cm below,
20061,4032,25.5,2,cm below,
20062,4032,27.5,1,cm below,
20063,4032,28.5,1,cm below,
20064,4032,31.5,1,cm below,
20065,4033,5.5,1,cm below,
20066,4033,7.5,1,cm below,
20067,4033,8.5,2,cm below,
20068,4033,9.5,4,cm below,
20069,4033,10.5,6,cm below,
20070,4033,11.5,11,cm below,
20071,4033,12.5,16,cm below,
20072,4033,13.5,12,cm below,
20073,4033,14.5,17,cm below,
20074,4033,15.5,38,cm below,
20075,4033,16.5,60,cm below,
20076,4033,17.5,76,cm below,
20077,4033,18.5,108,cm below,
20078,4033,19.5,126,cm below,
20079,4033,20.5,132,cm below,
20080,4033,21.5,121,cm below,
20081,4033,22.5,114,cm below,
20082,4033,23.5,128,cm below,
20083,4033,24.5,102,cm below,
20084,4034,13.5,2,cm below,
20085,4034,16.5,1,cm below,
20086,4034,17.5,1,cm below,
20087,4034,20.5,1,cm below,
20088,4034,22.5,1,cm below,
20089,4034,23.5,1,cm below,
20090,4034,25.5,1,cm below,
20091,4034,26.5,1,cm below,
20092,4034,32.5,1,cm below,
20093,4035,10.5,1,cm below,
20094,4036,18.5,1,cm below,
20095,4036,22.5,1,cm below,
20096,4036,23.5,1,cm below,
20097,4036,24.5,1,cm below,
20098,4037,13.5,1,cm below,
20099,4037,16.5,2,cm below,
20100,4037,17.5,2,cm below,
20101,4037,19.5,1,cm below,
20102,4037,23.5,3,cm below,
20103,4037,24.5,8,cm below,
20104,4037,25.5,4,cm below,
20105,4038,23.5,1,cm below,
20106,4039,35.5,1,cm below,
20107,4039,41.5,1,cm below,
20108,4039,69.5,1,cm below,
20109,4039,74.5,1,cm below,
20110,4039,80.5,1,cm below,
20111,4040,25.5,69,cm below,
20112,4040,26.5,60,cm below,
20113,4040,27.5,47,cm below,
20114,4040,28.5,24,cm below,
20115,4040,29.5,12,cm below,
20116,4040,30.5,14,cm below,
20117,4040,31.5,5,cm below,
20118,4040,32.5,6,cm below,
20119,4040,33.5,5,cm below,
20120,4040,34.5,1,cm below,
20121,4040,38.5,1,cm below,
20122,4042,25.5,5,cm below,
20123,4042,26.5,7,cm below,
20124,4042,27.5,6,cm below,
20125,4042,28.5,1,cm below,
20126,4042,29.5,14,cm below,
20127,4042,30.5,8,cm below,
20128,4042,31.5,5,cm below,
20129,4042,32.5,4,cm below,
20130,4042,33.5,3,cm below,
20131,4042,34.5,3,cm below,
20132,4042,35.5,2,cm below,
20133,4042,36.5,1,cm below,
20134,4042,37.5,1,cm below,
20135,4042,43.5,1,cm below,
20136,4043,26.5,30,cm below,
20137,4043,27.5,22,cm below,
20138,4043,28.5,27,cm below,
20139,4043,29.5,18,cm below,
20140,4043,30.5,23,cm below,
20141,4043,31.5,14,cm below,
20142,4043,32.5,14,cm below,
20143,4043,33.5,21,cm below,
20144,4043,34.5,8,cm below,
20145,4043,35.5,8,cm below,
20146,4043,36.5,7,cm below,
20147,4043,37.5,8,cm below,
20148,4043,38.5,1,cm below,
20149,4043,40.5,2,cm below,
20150,4043,41.5,1,cm below,
20151,4043,42.5,1,cm below,
20152,4044,31.5,1,cm below,
20153,4045,25.5,1,cm below,
20154,4046,24.5,1,cm below,
20155,4046,26.5,1,cm below,
20156,4047,22.5,1,cm below,
20157,4048,11.5,1,cm below,
20158,4048,12.5,5,cm below,
20159,4048,13.5,15,cm below,
20160,4048,14.5,17,cm below,
20161,4048,15.5,13,cm below,
20162,4048,16.5,33,cm below,
20163,4048,17.5,37,cm below,
20164,4048,18.5,41,cm below,
20165,4048,19.5,74,cm below,
20166,4048,20.5,81,cm below,
20167,4048,21.5,93,cm below,
20168,4048,22.5,96,cm below,
20169,4048,23.5,93,cm below,
20170,4048,24.5,105,cm below,
20171,4049,21.5,1,cm below,
20172,4050,18.5,1,cm below,
20173,4050,25.5,1,cm below,
20174,4050,26.5,3,cm below,
20175,4050,27.5,2,cm below,
20176,4050,28.5,1,cm below,
20177,4050,30.5,1,cm below,
20178,4051,19.5,1,cm below,
20179,4051,22.5,3,cm below,
20180,4051,23.5,5,cm below,
20181,4051,24.5,8,cm below,
20182,4052,14.5,1,cm below,
20183,4052,15.5,2,cm below,
20184,4052,16.5,4,cm below,
20185,4052,17.5,7,cm below,
20186,4052,18.5,13,cm below,
20187,4052,19.5,8,cm below,
20188,4052,20.5,30,cm below,
20189,4052,21.5,35,cm below,
20190,4052,22.5,50,cm below,
20191,4052,23.5,55,cm below,
20192,4052,24.5,45,cm below,
20193,4052,25.5,29,cm below,
20194,4053,29.5,1,cm below,
20195,4054,25.5,71,cm below,
20196,4054,26.5,40,cm below,
20197,4054,27.5,46,cm below,
20198,4054,28.5,33,cm below,
20199,4054,29.5,18,cm below,
20200,4054,30.5,20,cm below,
20201,4054,31.5,9,cm below,
20202,4054,32.5,4,cm below,
20203,4054,33.5,7,cm below,
20204,4054,34.5,2,cm below,
20205,4054,35.5,2,cm below,
20206,4054,36.5,1,cm below,
20207,4056,26.5,1,cm below,
20208,4056,27.5,3,cm below,
20209,4056,28.5,2,cm below,
20210,4056,29.5,7,cm below,
20211,4056,30.5,6,cm below,
20212,4056,31.5,13,cm below,
20213,4056,33.5,1,cm below,
20214,4056,34.5,1,cm below,
20215,4056,35.5,3,cm below,
20216,4056,36.5,2,cm below,
20217,4056,37.5,1,cm below,
20218,4056,40.5,3,cm below,
20219,4057,26.5,33,cm below,
20220,4057,27.5,39,cm below,
20221,4057,28.5,37,cm below,
20222,4057,29.5,19,cm below,
20223,4057,30.5,22,cm below,
20224,4057,31.5,24,cm below,
20225,4057,32.5,20,cm below,
20226,4057,33.5,12,cm below,
20227,4057,34.5,7,cm below,
20228,4057,35.5,4,cm below,
20229,4057,36.5,1,cm below,
20230,4057,39.5,1,cm below,
20231,4058,20.5,1,cm below,
20232,4059,26.5,2,cm below,
20233,4059,28.5,1,cm below,
20234,4060,5.5,1,cm below,
20235,4060,9.5,10,cm below,
20236,4060,10.5,12,cm below,
20237,4060,11.5,22,cm below,
20238,4060,12.5,10,cm below,
20239,4060,13.5,4,cm below,
20240,4060,14.5,7,cm below,
20241,4060,15.5,9,cm below,
20242,4060,16.5,17,cm below,
20243,4060,17.5,24,cm below,
20244,4060,18.5,48,cm below,
20245,4060,19.5,57,cm below,
20246,4060,20.5,74,cm below,
20247,4060,21.5,92,cm below,
20248,4060,22.5,82,cm below,
20249,4060,23.5,80,cm below,
20250,4060,24.5,80,cm below,
20251,4061,9.5,2,cm below,
20252,4061,22.5,1,cm below,
20253,4062,18.5,1,cm below,
20254,4062,19.5,2,cm below,
20255,4063,15.5,1,cm below,
20256,4064,19.5,1,cm below,
20257,4064,22.5,1,cm below,
20258,4064,23.5,1,cm below,
20259,4064,24.5,2,cm below,
20260,4065,10.5,1,cm below,
20261,4065,15.5,2,cm below,
20262,4065,16.5,1,cm below,
20263,4065,17.5,3,cm below,
20264,4065,18.5,3,cm below,
20265,4065,19.5,10,cm below,
20266,4065,20.5,4,cm below,
20267,4065,21.5,10,cm below,
20268,4065,22.5,9,cm below,
20269,4065,23.5,19,cm below,
20270,4065,24.5,24,cm below,
20271,4065,25.5,14,cm below,
20272,4066,22.5,1,cm below,
20273,4066,24.5,1,cm below,
20274,4067,27.5,1,cm below,
20275,4068,64.5,1,cm below,
20276,4068,88.5,1,cm below,
20277,4069,25.5,51,cm below,
20278,4069,26.5,23,cm below,
20279,4069,27.5,28,cm below,
20280,4069,28.5,18,cm below,
20281,4069,29.5,11,cm below,
20282,4069,30.5,2,cm below,
20283,4069,32.5,3,cm below,
20284,4070,35.5,1,cm below,
20285,4071,27.5,3,cm below,
20286,4071,28.5,1,cm below,
20287,4071,29.5,4,cm below,
20288,4071,30.5,2,cm below,
20289,4071,31.5,9,cm below,
20290,4071,33.5,2,cm below,
20291,4071,34.5,6,cm below,
20292,4071,35.5,2,cm below,
20293,4071,36.5,1,cm below,
20294,4071,37.5,1,cm below,
20295,4071,38.5,1,cm below,
20296,4072,26.5,45,cm below,
20297,4072,27.5,30,cm below,
20298,4072,28.5,39,cm below,
20299,4072,29.5,21,cm below,
20300,4072,30.5,28,cm below,
20301,4072,31.5,35,cm below,
20302,4072,32.5,28,cm below,
20303,4072,33.5,22,cm below,
20304,4072,34.5,20,cm below,
20305,4072,35.5,13,cm below,
20306,4072,36.5,16,cm below,
20307,4072,37.5,7,cm below,
20308,4072,38.5,2,cm below,
20309,4072,39.5,1,cm below,
20310,4072,40.5,3,cm below,
20311,4072,41.5,1,cm below,
20312,4072,42.5,2,cm below,
20313,4072,43.5,4,cm below,
20314,4072,45.5,1,cm below,
20315,4073,14.5,1,cm below,
20316,4073,15.5,3,cm below,
20317,4073,16.5,12,cm below,
20318,4073,17.5,15,cm below,
20319,4073,18.5,19,cm below,
20320,4073,19.5,32,cm below,
20321,4073,20.5,42,cm below,
20322,4073,21.5,64,cm below,
20323,4073,22.5,55,cm below,
20324,4073,23.5,60,cm below,
20325,4073,24.5,56,cm below,
20326,4074,22.5,1,cm below,
20327,4074,34.5,1,cm below,
20328,4075,16.5,1,cm below,
20329,4075,17.5,2,cm below,
20330,4075,18.5,11,cm below,
20331,4075,19.5,17,cm below,
20332,4075,20.5,24,cm below,
20333,4075,21.5,44,cm below,
20334,4075,22.5,55,cm below,
20335,4075,23.5,72,cm below,
20336,4075,24.5,93,cm below,
20337,4075,25.5,104,cm below,
20338,4076,23.5,1,cm below,
20339,4076,28.5,1,cm below,
20340,4076,29.5,1,cm below,
20341,4077,27.5,2,cm below,
20342,4077,29.5,1,cm below,
20343,4078,9.75,1,1/2 cm,
20344,4078,11.25,1,1/2 cm,
20345,4078,11.75,1,1/2 cm,
20346,4078,12.25,1,1/2 cm,
20347,4078,12.75,1,1/2 cm,
20348,4078,13.25,2,1/2 cm,
20349,4078,13.75,1,1/2 cm,
20350,4079,12.75,2,1/2 cm,
20351,4079,13.25,5,1/2 cm,
20352,4079,13.75,4,1/2 cm,
20353,4079,14.25,4,1/2 cm,
20354,4079,14.75,11,1/2 cm,
20355,4079,15.25,1,1/2 cm,
20356,4079,15.75,2,1/2 cm,
20357,4079,16.25,2,1/2 cm,
20358,4079,16.75,5,1/2 cm,
20359,4079,17.25,8,1/2 cm,
20360,4079,17.75,3,1/2 cm,
20361,4079,18.25,9,1/2 cm,
20362,4079,18.75,2,1/2 cm,
20363,4079,19.25,2,1/2 cm,
20364,4079,19.75,4,1/2 cm,
20365,4079,20.25,2,1/2 cm,
20366,4079,20.75,4,1/2 cm,
20367,4079,21.25,2,1/2 cm,
20368,4081,9.75,1,1/2 cm,
20369,4081,11.25,1,1/2 cm,
20370,4081,11.75,4,1/2 cm,
20371,4081,12.25,19,1/2 cm,
20372,4081,12.75,66,1/2 cm,
20373,4081,13.25,79,1/2 cm,
20374,4081,13.75,40,1/2 cm,
20375,4081,14.25,17,1/2 cm,
20376,4081,14.75,1,1/2 cm,
20377,4085,36.5,1,cm below,
20378,4085,37.5,1,cm below,
20379,4085,38.5,5,cm below,
20380,4085,39.5,10,cm below,
20381,4085,40.5,14,cm below,
20382,4085,41.5,6,cm below,
20383,4085,42.5,8,cm below,
20384,4085,43.5,12,cm below,
20385,4085,44.5,6,cm below,
20386,4085,45.5,4,cm below,
20387,4085,46.5,4,cm below,
20388,4085,47.5,3,cm below,
20389,4085,48.5,1,cm below,
20390,4085,49.5,1,cm below,
20391,4086,26.5,2,cm below,
20392,4086,28.5,2,cm below,
20393,4086,29.5,1,cm below,
20394,4086,30.5,1,cm below,
20395,4086,31.5,2,cm below,
20396,4087,29.5,1,cm below,
20397,4087,30.5,1,cm below,
20398,4087,31.5,3,cm below,
20399,4087,32.5,3,cm below,
20400,4087,33.5,1,cm below,
20401,4087,34.5,2,cm below,
20402,4087,35.5,4,cm below,
20403,4087,36.5,2,cm below,
20404,4087,37.5,3,cm below,
20405,4087,44.5,1,cm below,
20406,4088,26.5,1,cm below,
20407,4088,27.5,2,cm below,
20408,4088,28.5,2,cm below,
20409,4088,29.5,15,cm below,
20410,4088,30.5,28,cm below,
20411,4088,31.5,23,cm below,
20412,4088,32.5,21,cm below,
20413,4088,33.5,27,cm below,
20414,4088,34.5,12,cm below,
20415,4088,35.5,3,cm below,
20416,4088,36.5,1,cm below,
20417,4088,37.5,1,cm below,
20418,4091,30.5,16,cm below,
20419,4091,31.5,37,cm below,
20420,4091,32.5,41,cm below,
20421,4091,33.5,44,cm below,
20422,4091,34.5,46,cm below,
20423,4091,35.5,41,cm below,
20424,4091,36.5,22,cm below,
20425,4091,37.5,15,cm below,
20426,4091,38.5,12,cm below,
20427,4091,39.5,8,cm below,
20428,4091,40.5,2,cm below,
20429,4091,41.5,4,cm below,
20430,4091,43.5,1,cm below,
20431,4092,27.5,2,cm below,
20432,4092,28.5,4,cm below,
20433,4092,29.5,9,cm below,
20434,4092,30.5,1,cm below,
20435,4092,31.5,7,cm below,
20436,4092,32.5,5,cm below,
20437,4092,33.5,6,cm below,
20438,4092,34.5,4,cm below,
20439,4092,35.5,2,cm below,
20440,4092,36.5,3,cm below,
20441,4092,37.5,2,cm below,
20442,4092,38.5,1,cm below,
20443,4092,39.5,1,cm below,
20444,4092,41.5,2,cm below,
20445,4092,42.5,1,cm below,
20446,4094,30.5,1,cm below,
20447,4094,33.5,1,cm below,
20448,4095,22.5,1,cm below,
20449,4096,22.5,1,cm below,
20450,4096,24.5,1,cm below,
20451,4098,20.5,1,cm below,
20452,4098,23.5,3,cm below,
20453,4098,24.5,5,cm below,
20454,4098,25.5,8,cm below,
20455,4098,26.5,4,cm below,
20456,4098,27.5,6,cm below,
20457,4098,28.5,3,cm below,
20458,4098,29.5,4,cm below,
20459,4099,43.5,1,cm below,
20460,4099,45.5,1,cm below,
20461,4099,46.5,1,cm below,
20462,4099,47.5,1,cm below,
20463,4099,48.5,4,cm below,
20464,4099,50.5,1,cm below,
20465,4099,56.5,2,cm below,
20466,4099,57.5,1,cm below,
20467,4101,39.5,1,cm below,
20468,4101,40.5,1,cm below,
20469,4101,41.5,3,cm below,
20470,4101,42.5,2,cm below,
20471,4101,43.5,6,cm below,
20472,4101,44.5,6,cm below,
20473,4101,45.5,4,cm below,
20474,4101,46.5,7,cm below,
20475,4101,47.5,11,cm below,
20476,4101,48.5,7,cm below,
20477,4101,49.5,3,cm below,
20478,4101,50.5,5,cm below,
20479,4101,51.5,5,cm below,
20480,4101,53.5,4,cm below,
20481,4101,54.5,1,cm below,
20482,4101,55.5,2,cm below,
20483,4101,56.5,1,cm below,
20484,4101,57.5,1,cm below,
20485,4101,58.5,1,cm below,
20486,4101,60.5,1,cm below,
20487,4101,64.5,1,cm below,
20488,4101,65.5,1,cm below,
20489,4101,67.5,1,cm below,
20490,4102,27.5,4,cm below,
20491,4102,28.5,1,cm below,
20492,4102,29.5,1,cm below,
20493,4102,31.5,1,cm below,
20494,4104,41.5,1,cm below,
20495,4104,43.5,1,cm below,
20496,4104,45.5,5,cm below,
20497,4104,46.5,6,cm below,
20498,4104,47.5,5,cm below,
20499,4104,48.5,4,cm below,
20500,4104,49.5,3,cm below,
20501,4104,50.5,3,cm below,
20502,4104,51.5,3,cm below,
20503,4104,52.5,1,cm below,
20504,4104,54.5,3,cm below,
20505,4104,55.5,1,cm below,
20506,4106,29.5,4,cm below,
20507,4106,30.5,1,cm below,
20508,4106,31.5,3,cm below,
20509,4106,33.5,2,cm below,
20510,4119,22.25,1,1/2 cm,
20511,4121,23.5,1,cm below,
20512,4122,23.5,1,cm below,
20513,4107,39.5,1,cm below,
20514,4107,41.5,2,cm below,
20515,4107,42.5,3,cm below,
20516,4107,43.5,2,cm below,
20517,4107,44.5,4,cm below,
20518,4107,45.5,7,cm below,
20519,4107,46.5,9,cm below,
20520,4107,47.5,5,cm below,
20521,4107,48.5,7,cm below,
20522,4107,49.5,7,cm below,
20523,4107,50.5,6,cm below,
20524,4107,51.5,3,cm below,
20525,4107,52.5,6,cm below,
20526,4107,53.5,3,cm below,
20527,4107,54.5,3,cm below,
20528,4107,55.5,2,cm below,
20529,4107,61.5,1,cm below,
20530,4107,62.5,1,cm below,
20531,4108,26.5,1,cm below,
20532,4108,27.5,9,cm below,
20533,4108,28.5,8,cm below,
20534,4108,29.5,7,cm below,
20535,4108,30.5,10,cm below,
20536,4108,31.5,2,cm below,
20537,4108,32.5,6,cm below,
20538,4108,33.5,2,cm below,
20539,4108,37.5,1,cm below,
20540,4124,23.5,1,cm below,
20541,4124,24.5,2,cm below,
20542,4109,38.5,1,cm below,
20543,4109,40.5,2,cm below,
20544,4109,42.5,1,cm below,
20545,4109,43.5,3,cm below,
20546,4109,44.5,1,cm below,
20547,4109,45.5,3,cm below,
20548,4109,46.5,4,cm below,
20549,4109,47.5,5,cm below,
20550,4109,48.5,5,cm below,
20551,4109,49.5,4,cm below,
20552,4109,50.5,1,cm below,
20553,4109,51.5,7,cm below,
20554,4109,52.5,2,cm below,
20555,4109,54.5,2,cm below,
20556,4109,55.5,3,cm below,
20557,4109,56.5,1,cm below,
20558,4109,57.5,2,cm below,
20559,4109,59.5,3,cm below,
20560,4109,64.5,1,cm below,
20561,4110,27.5,2,cm below,
20562,4110,28.5,2,cm below,
20563,4110,29.5,2,cm below,
20564,4110,30.5,2,cm below,
20565,4110,31.5,2,cm below,
20566,4110,33.5,1,cm below,
20567,4111,40.5,1,cm below,
20568,4111,43.5,2,cm below,
20569,4111,46.5,1,cm below,
20570,4111,48.5,3,cm below,
20571,4111,49.5,4,cm below,
20572,4111,50.5,4,cm below,
20573,4111,51.5,11,cm below,
20574,4111,52.5,9,cm below,
20575,4111,53.5,9,cm below,
20576,4111,54.5,8,cm below,
20577,4111,55.5,5,cm below,
20578,4111,56.5,5,cm below,
20579,4111,57.5,7,cm below,
20580,4111,58.5,2,cm below,
20581,4111,59.5,1,cm below,
20582,4111,60.5,1,cm below,
20583,4111,63.5,1,cm below,
20584,4111,66.5,1,cm below,
20585,4112,28.5,4,cm below,
20586,4112,29.5,5,cm below,
20587,4112,30.5,3,cm below,
