jahr;eunr;anl_reisenr;fng_reisenr;fangnr;landnr;landdat;landort;fao_gebiet;zone;rechteck;fischart;fangkg;landkg;aufmachung;zustand;fsc;erloes;groesse_id;verwendung;verwendung_ble
2019;DEU70883615;19036609;19036609;1904892;1546841;2019-11-09;DEMAO;27.3.c.22;DEU;37G1;COD;145.09;124.01;GUT;FRE;LSC;328.62;3;HCN;1
2019;DEU70883615;19025580;19025580;1881579;1536612;2019-08-21;DEMAO;27.3.c.22;DEU;37G1;COD;265.98;227.33;GUT;FRE;LSC;842.17;3;HCN;1
2019;DEU70883615;19041568;19041555;1913073;1550913;2019-12-09;DEMAO;27.3.c.22;DEU;38G0;TUR;3.27;3;GUT;FRE;LSC;14.82;2;HCN;1
2019;DEU70883615;19041568;19041555;1913073;1550913;2019-12-09;DEMAO;27.3.c.22;DEU;38G0;COD;87.75;75;GUT;FRE;LSC;420.75;3;HCN;1
2019;DEU70883615;19043457;19043457;1915789;1552527;2019-12-27;DEHHF;27.3.c.22;DEU;37G1;COD;528.19;451.44;GUT;FRE;LSC;1218.9;5;HCN;1
2019;DEU70883615;19001031;19001031;1834958;1514329;2019-01-24;DEMAO;27.3.c.22;DEU;38G0;DAB;162;162;WHL;FRE;LSC;213.84;1;HCN;1
2019;DEU70883615;19001873;19001873;1837555;1515294;2019-02-06;DEMAO;27.3.c.22;DEU;38G0;PLE;550;550;WHL;FRE;LSC;1061.5;1;HCN;1
2019;DEU70883615;19000137;19000137;1831531;1512935;2019-01-06;DEMAO;27.3.c.22;DEU;38G0;COD;52.65;45;GUT;FRE;LSC;169.65;3;HCN;1
2019;DEU70883615;19000052;19000052;1831115;1512681;2019-01-03;DEMAO;27.3.c.22;DEU;38G0;PLE;1850;1850;WHL;FRE;LSC;4162.5;1;HCN;1
2019;DEU70883615;19025580;19025580;1882105;1536612;2019-08-21;DEMAO;27.3.c.22;DEU;37G1;COD;132.99;113.67;GUT;FRE;LSC;421.09;3;HCN;1
2019;DEU70883615;19040810;19040810;1911827;1550530;2019-12-04;DEMAO;27.3.c.22;DEU;38G0;DAB;100;100;WHL;FRE;LSC;52;1;HCN;1
2019;DEU70883615;19039060;19039060;1909072;1549496;2019-11-25;DEMAO;27.3.c.22;DEU;38G0;PLE;1100;1100;WHL;FRE;LSC;2156;1;HCN;1
2019;DEU70883615;19004299;19004299;1842473;1517969;2019-03-07;DEMAO;27.3.c.22;DEU;38G0;FLE;125;125;WHL;FRE;LSC;122.5;1;HCN;1
2019;DEU70883615;19001873;19001873;1837555;1515294;2019-02-06;DEMAO;27.3.c.22;DEU;38G0;DAB;75;75;WHL;FRE;LSC;63.75;1;HCN;1
2019;DEU70883615;19000052;19000052;1831115;1512681;2019-01-03;DEMAO;27.3.c.22;DEU;38G0;DAB;175;175;WHL;FRE;LSC;141.75;1;HCN;1
2019;DEU70883615;19000623;19000623;1833426;1513938;2019-01-18;DEMAO;27.3.c.22;DEU;38G0;FLE;225;225;WHL;FRE;LSC;207;1;HCN;1
2019;DEU70883615;19042384;19042384;1914416;1551925;2019-12-17;DEHHF;27.3.c.22;DEU;37G1;FLE;100;100;WHL;FRE;LSC;70;1;HCN;1
2019;DEU70883615;19043521;19043510;1915857;1552526;2019-12-28;DEHHF;27.3.c.22;DEU;37G1;PLE;150.1;150.1;WHL;FRE;LSC;273;1;HCN;1
2019;DEU70883615;19038257;19038257;1907440;1548419;2019-11-19;DEMAO;27.3.c.22;DEU;38G0;DAB;175;175;WHL;FRE;LSC;64.75;1;HCN;1
2019;DEU70883615;19039304;19039304;1909528;1549497;2019-11-26;DEMAO;27.3.c.22;DEU;38G0;WIT;5;5;WHL;FRE;LSC;7.65;1;HCN;1
2019;DEU70883615;19009747;19009747;1853824;1524111;2019-04-25;DEMAO;27.3.c.22;DEU;38G0;TUR;3.27;3;GUT;FRE;LSC;20.01;2;HCN;1
2019;DEU70883615;19039419;19039419;1909919;1549777;2019-11-27;DEMAO;27.3.c.22;DEU;38G0;FLE;87;87;WHL;FRE;LSC;54.81;1;HCN;1
2019;DEU70883615;19040810;19040231;1911446;1550530;2019-12-04;DEMAO;27.3.c.22;DEU;38G0;COD;174.79;149.39;GUT;FRE;LSC;400.37;4;HCN;1
2019;DEU70883615;19004420;19004420;1842840;1518280;2019-03-11;DEMAO;27.3.c.22;DEU;38G0;FLE;175;175;WHL;FRE;LSC;220.5;1;HCN;1
2019;DEU70883615;19004201;19004201;1842254;1517968;2019-03-06;DEMAO;27.3.c.22;DEU;38G0;COD;58.5;50;GUT;FRE;LSC;174;3;HCN;1
2019;DEU70883615;19003742;19003742;1841446;1517379;2019-02-28;DEMAO;27.3.c.22;DEU;38G0;COD;52.65;45;GUT;FRE;LSC;93.15;4;HCN;1
2019;DEU70883615;19004420;19004420;1842840;1518280;2019-03-11;DEMAO;27.3.c.22;DEU;38G0;PLE;775;775;WHL;FRE;LSC;1875.5;1;HCN;1
2019;DEU70883615;19001316;19001316;1835933;1515078;2019-01-30;DEKAP;27.3.c.22;DEU;38G0;WHG;11650;11650;WHL;FRE;LSC;2505.2;1;HCN;1
2019;DEU70883615;19002740;19002740;1839355;1516119;2019-02-18;DEMAO;27.3.c.22;DEU;38G0;DAB;200;200;WHL;FRE;LSC;162;1;HCN;1
2019;DEU70883615;19001873;19001873;1837555;1515294;2019-02-06;DEMAO;27.3.c.22;DEU;38G0;TUR;5.45;5;GUT;FRE;LSC;41.85;2;HCN;1
2019;DEU70883615;19000397;19000397;1832343;1513297;2019-01-11;DEMAO;27.3.c.22;DEU;38G0;COD;52.65;45;GUT;FRE;LSC;148.95;3;HCN;1
2019;DEU70883615;19024492;19024492;1880006;1535463;2019-08-10;DEMAO;27.3.c.22;DEU;38G0;COD;387.27;331;GUT;FRE;LSC;1237.94;3;HCN;1
2019;DEU70883615;19043457;19043457;1915777;1552527;2019-12-27;DEHHF;27.3.c.22;DEU;37G1;TUR;10.9;10;GUT;FRE;LSC;68;2;HCN;1
2019;DEU70883615;19039060;19039060;1909072;1549496;2019-11-25;DEMAO;27.3.c.22;DEU;38G0;BLL;3.27;3;GUT;FRE;LSC;4.59;1;HCN;1
2019;DEU70883615;19004365;19004365;1842732;1518279;2019-03-10;DEMAO;27.3.c.22;DEU;38G0;COD;29.25;25;GUT;FRE;LSC;51.25;3;HCN;1
2019;DEU70883615;19001647;19001647;1837224;1515082;2019-02-04;DEMAO;27.3.c.22;DEU;38G0;FLE;375;375;WHL;FRE;LSC;375;1;HCN;1
2019;DEU625318;19019648;19019648;1871660;1531239;2019-06-05;DEHDF;27.3.d.24;DEU;37G3;FLE;40;40;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19036692;19036692;1903992;1545963;2019-10-01;DEHDF;27.3.d.24;DEU;37G3;TUR;4.36;4;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19014808;19014808;1863043;1527630;2019-04-15;DEHDF;27.3.d.24;DEU;37G3;FPP;15;15;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19010453;19010453;1855096;1523588;2019-03-30;DEHDF;27.3.d.24;DEU;37G3;FPE;3;3;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19031016;19031016;1891873;1540449;2019-09-05;DEHDF;27.3.d.24;DEU;37G3;FLE;92;92;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19037834;19037834;1906882;1547082;2019-10-11;DEHDF;27.3.d.24;DEU;37G3;PLN;4.68;4;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010460;19010460;1855101;1523591;2019-04-04;DEHDF;27.3.d.24;DEU;37G3;COD;29.25;25;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19033951;19033951;1897482;1543088;2019-09-12;DEHDF;27.3.d.24;DEU;37G3;TUR;4.36;4;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010457;19010457;1855099;1523590;2019-04-01;DEHDF;27.3.d.24;DEU;37G3;COD;72.54;62;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19016205;19016205;1865345;1526371;2019-05-20;DEHDF;27.3.d.24;DEU;37G3;FRO;60;60;WHL;FRE;LSC;24;1;HCN;1
2019;DEU625318;19024239;19024239;1879491;1534797;2019-07-22;DEHDF;27.3.d.24;DEU;37G3;FLE;7;7;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19016207;19016207;1865346;1528554;2019-05-21;DEHDF;27.3.d.24;DEU;37G3;TUR;21.8;20;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010431;19010431;1855082;1523582;2019-03-10;DEHDF;27.3.d.24;DEU;37G3;FPE;4;4;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19037828;19037828;1906877;1547080;2019-10-09;DEHDF;27.3.d.24;DEU;37G3;FPE;4;4;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19036686;19036686;1903989;1545961;2019-09-26;DEHDF;27.3.d.24;DEU;37G3;FLE;31;31;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19010424;19010424;1855076;1523580;2019-03-05;DEHDF;27.3.d.24;DEU;37G3;TRS;6.9;6;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19014808;19014808;1863043;1527630;2019-04-15;DEHDF;27.3.d.24;DEU;37G3;TUR;7.63;7;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010435;19010435;1855084;1518254;2019-03-12;DEHDF;27.3.d.24;DEU;37G3;HER;556;556;WHL;FRE;LSC;278;2;HCN;1
2019;DEU625318;19045377;19045377;1918544;1553868;2019-12-20;DEHDF;27.3.d.24;DEU;37G3;TRS;3.45;3;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010440;19010440;1855087;1523584;2019-03-19;DEHDF;27.3.d.24;DEU;37G3;TRS;5.75;5;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19016201;19016201;1865343;1528551;2019-05-17;DEHDF;27.3.d.24;DEU;37G3;TUR;23.98;22;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010440;19010440;1855087;1523584;2019-03-19;DEHDF;27.3.d.24;DEU;37G3;FPE;3;3;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19033951;19033951;1897482;1543088;2019-09-12;DEHDF;27.3.d.24;DEU;37G3;FLE;27;27;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19019654;19019654;1871664;1531241;2019-06-15;DEHDF;27.3.d.24;DEU;37G3;FLE;50;50;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19016203;19016203;1865344;1528552;2019-05-18;DEHDF;27.3.d.24;DEU;37G3;TUR;18.53;17;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19022689;19022689;1876929;1533624;2019-07-11;DEHDF;27.3.d.24;DEU;37G3;FLE;29;29;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19006212;19006212;1846774;1517258;2019-03-01;DEHDF;27.3.d.24;DEU;37G3;HER;187;187;WHL;FRE;LSC;93.5;2;HCN;1
2019;DEU625318;19010450;19010450;1855094;1523587;2019-03-28;DEHDF;27.3.d.24;DEU;37G3;TRS;6.9;6;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19024239;19024239;1879491;1534797;2019-07-22;DEHDF;27.3.d.24;DEU;37G3;ELE;14;14;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19033957;19033957;1897486;1543090;2019-09-22;DEHDF;27.3.d.24;DEU;37G3;TUR;4.36;4;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19014808;19014808;1863043;1527630;2019-04-15;DEHDF;27.3.d.24;DEU;37G3;COD;60.84;52;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19025324;19025324;1881297;1535553;2019-07-29;DEHDF;27.3.d.24;DEU;37G3;FLE;18;18;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19036692;19036692;1903992;1545963;2019-10-01;DEHDF;27.3.d.24;DEU;37G3;FLE;27;27;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19031016;19031016;1891873;1540449;2019-09-05;DEHDF;27.3.d.24;DEU;37G3;PLE;42;42;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19010428;19010428;1855079;1517726;2019-03-07;DEHDF;27.3.d.24;DEU;37G3;HER;326;326;WHL;FRE;LSC;163;2;HCN;1
2019;DEU625318;19037834;19037834;1906882;1547082;2019-10-11;DEHDF;27.3.d.24;DEU;37G3;COD;10.53;9;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010443;19010443;1855090;1523585;2019-03-22;DEHDF;27.3.d.24;DEU;37G3;TRS;6.9;6;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010447;19010447;1855092;1523586;2019-03-25;DEHDF;27.3.d.24;DEU;37G3;TRS;5.75;5;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010438;19010438;1855085;1518255;2019-03-13;DEHDF;27.3.d.24;DEU;37G3;HER;386;386;WHL;FRE;LSC;193;2;HCN;1
2019;DEU625318;19016210;19016210;1865348;1528555;2019-05-25;DEHDF;27.3.d.24;DEU;37G3;COD;7.02;6;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19037820;19037820;1906873;1547076;2019-10-07;DEHDF;27.3.d.24;DEU;37G3;COD;7.02;6;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010457;19010457;1855099;1523590;2019-04-01;DEHDF;27.3.d.24;DEU;37G3;FPP;4;4;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19036686;19036686;1903989;1545961;2019-09-26;DEHDF;27.3.d.24;DEU;37G3;TUR;6.54;6;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19037820;19037820;1906873;1547076;2019-10-07;DEHDF;27.3.d.24;DEU;37G3;FLE;27;27;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19016198;19016198;1865341;1528550;2019-05-09;DEHDF;27.3.d.24;DEU;37G3;TUR;23.98;22;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19019656;19019656;1871665;1531242;2019-06-17;DEHDF;27.3.d.24;DEU;37G3;FLE;21;21;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19031016;19031016;1891873;1540449;2019-09-05;DEHDF;27.3.d.24;DEU;37G3;TRS;10;10;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19014808;19014808;1863043;1527630;2019-04-15;DEHDF;27.3.d.24;DEU;37G3;SAL;4;4;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19033957;19033957;1897486;1543090;2019-09-22;DEHDF;27.3.d.24;DEU;37G3;FLE;28;28;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19022692;19022692;1876931;1533625;2019-07-15;DEHDF;27.3.d.24;DEU;37G3;FLE;34;34;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19045374;19045374;1918542;1553867;2019-12-18;DEHDF;27.3.d.24;DEU;37G3;TRS;2.3;2;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19010447;19010447;1855092;1523586;2019-03-25;DEHDF;27.3.d.24;DEU;37G3;FPE;5;5;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19016205;19016205;1865345;1528553;2019-05-20;DEHDF;27.3.d.24;DEU;37G3;COD;10.53;9;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19016212;19016212;1865349;1528556;2019-05-27;DEHDF;27.3.d.24;DEU;37G3;COD;25.74;22;GUT;FRE;LSC;0;;UKN;20
2019;DEU625318;19024896;;;1535289;2019-07-31;DEUEC;27.3.d.24;DEU;37G3;FPI;12;12;WHL;FRE;LSC;36;;UKN;20
2019;DEU625318;19002225;;;1515353;2019-01-31;DEAHC;27.3.d.24;DEU;37G4;TRS;1.15;1;GUT;FRE;LSC;4;;UKN;20
2019;DEU625318;19002225;;;1515353;2019-01-31;DEAHC;27.3.d.24;DEU;37G4;PLN;2;2;WHL;FRE;LSC;2;;UKN;20
2019;DEU625318;19024896;;;1535289;2019-07-31;DEUEC;27.3.d.24;DEU;37G3;FPE;5;5;WHL;FRE;LSC;10;;UKN;20
2019;DEU625318;19024896;;;1535289;2019-07-31;DEUEC;27.3.d.24;DEU;37G3;ELE;42;42;WHL;FRE;LSC;445;;UKN;20
2019;DEU625318;19024896;;;1535289;2019-07-31;DEUEC;27.3.d.24;DEU;37G3;FRO;14;14;WHL;FRE;LSC;4;;UKN;20
2019;DEU625318;19002225;;;1515353;2019-01-31;DEAHC;27.3.d.24;DEU;37G4;FPP;2;2;WHL;FRE;LSC;9;;UKN;20
2019;DEU625318;19034184;19034184;1897972;1543226;2019-09-27;DEUSD;27.3.d.24;DEU;36G4;FPE;3;3;WHL;FRE;LSC;0;;UKN;20
2019;DEU625318;19025882;19025882;1882315;1535830;2019-08-08;DEUSD;27.3.d.24;DEU;36G4;ELE;4.5;4.5;WHL;FRE;LSC;0;;UKN;20
2019;DEU1800918;19017990;19017990;1868870;1530340;2019-06-26;DEFRJ;27.3.d.25;DNK;38G5;COD;20;20;WHL;FRE;BMS;0.2;7;WST;6
2019;DEU1800918;19017990;19017990;1868870;1530340;2019-06-26;DEFRJ;27.3.d.25;DNK;38G5;COD;100.3;85.72;GUT;FRE;LSC;77.15;6;HCN;1
2019;DEU1800918;19017990;19017990;1869438;1530340;2019-06-26;DEFRJ;27.3.d.25;DNK;38G5;COD;60.39;51.61;GUT;FRE;LSC;98.06;3;HCN;1
2019;DEU1800918;19017990;19017990;1868870;1530340;2019-06-26;DEFRJ;27.3.d.25;DNK;38G5;COD;29.7;25.39;GUT;FRE;LSC;48.24;3;HCN;1
2019;DEU1800918;19017990;19017990;1869438;1530340;2019-06-26;DEFRJ;27.3.d.25;DNK;38G5;COD;80;80;WHL;FRE;BMS;0.8;7;WST;6
2019;DEU1800918;19009863;19009863;1854554;1523359;2019-04-28;DEFRJ;27.3.d.25;DNK;38G5;COD;16.92;14.46;GUT;FRE;LSC;17.36;5;HCN;1
2019;DEU1800918;19009863;19009863;1854154;1523359;2019-04-28;DEFRJ;27.3.d.25;DNK;38G5;COD;78.82;67.37;GUT;FRE;LSC;107.79;4;HCN;1
2019;DEU1800918;19009863;19009863;1854554;1523359;2019-04-28;DEFRJ;27.3.d.25;DNK;38G5;COD;5;5;WHL;FRE;BMS;0.05;7;WST;6
2019;DEU4062420718;19014318;19014318;1862681;1528634;2019-06-07;PLDAR;27.3.d.25;DNK;38G5;COD;81;81;WHL;FRE;BMS;1.62;9;IND;10
2019;DEU4062420718;19011095;19011095;1856703;1527310;2019-05-09;DKNEX;27.3.d.25;POL;39G7;COD;15.98;13.66;GUT;FRE;LSC;19.12;4;HCN;1
2019;DEU4062420718;19011811;19011811;1858791;1527663;2019-05-14;PLDAR;27.3.d.25;POL;39G7;COD;104.17;89.03;GUT;FRE;LSC;115.74;6;HCN;1
2019;DEU4062420718;19014318;19014318;1862891;1528634;2019-06-07;PLDAR;27.3.d.25;DNK;38G5;COD;70.58;60.33;GUT;FRE;LSC;87.48;4;HCN;1
2019;DEU4062420718;19011095;19011095;1857231;1527310;2019-05-09;DKNEX;27.3.d.25;DNK;38G5;COD;867.36;741.33;GUT;FRE;LSC;711.68;5;HCN;1
2019;DEU4062420718;19007769;19007769;1850164;1522488;2019-04-12;PLDAR;27.3.d.25;DNK;38G5;COD;416.17;355.7;GUT;FRE;LSC;451.74;5;HCN;1
2019;DEU4062420718;19007769;19007769;1850634;1522488;2019-04-12;PLDAR;27.3.d.25;POL;39G7;COD;50;50;WHL;FRE;BMS;6;9;HCN;1
2019;DEU4062420718;19014318;19014318;1863410;1528634;2019-06-07;PLDAR;27.3.d.25;DNK;38G5;COD;273.24;233.54;GUT;FRE;LSC;189.17;6;HCN;1
2019;DEU4062420718;19011811;19011811;1858791;1527663;2019-05-14;PLDAR;27.3.d.25;POL;39G7;COD;25.6;21.88;GUT;FRE;LSC;44.86;4;HCN;1
2019;DEU4062420718;19007769;19007769;1850077;1522488;2019-04-12;PLDAR;27.3.d.25;DNK;38G5;COD;448.52;383.35;GUT;FRE;LSC;333.51;6;HCN;1
2019;DEU4062420718;19014318;19014318;1863421;1528634;2019-06-07;PLDAR;27.3.d.25;DNK;38G5;COD;280.77;239.97;GUT;FRE;LSC;194.38;6;HCN;1
2019;DEU4062420718;19007769;19007769;1849744;1522488;2019-04-12;PLDAR;27.3.d.25;DNK;38G5;FLE;50;50;WHL;FRE;LSC;18.5;2;HCN;1
2019;DEU4062420718;19014318;19014318;1863385;1528634;2019-06-07;PLDAR;27.3.d.25;DNK;38G5;COD;12.8;10.94;GUT;FRE;LSC;15.86;4;HCN;1
2019;DEU4062420718;19007769;19007769;1850634;1522488;2019-04-12;PLDAR;27.3.d.25;POL;39G7;COD;7.48;6.39;GUT;FRE;LSC;10.04;4;HCN;1
2019;DEU4062420718;19011095;19011095;1856859;1527310;2019-05-09;DKNEX;27.3.d.25;POL;39G7;COD;23.15;23.15;WHL;FRE;BMS;2.31;9;IND;10
2018;DEU135656918;17004869;;;1375829;2018-02-28;DELAK;27.3.d.24;DEU;37G3;HER;30;30;WHL;FRE;LSC;30;2;UKN;
2018;DEU135656918;17004869;;;1375829;2018-02-28;DELAK;27.3.d.24;DEU;37G3;FPI;81;81;WHL;FRE;LSC;202;;UKN;
2018;DEU2886114718;17005476;;;1381968;2018-02-28;DEUMZ;27.3.d.24;DEU;38G3;HER;95;95;WHL;FRE;LSC;95;2;UKN;
2018;DEU4474222818;17005479;;;1381971;2018-02-28;DEREQ;27.3.d.24;DEU;38G3;TRS;18.4;16;GUT;FRE;LSC;40;;UKN;
2018;DEU159198118;17042247;;;1465436;2018-11-30;DE8AN;27.3.d.24;DEU;36G4;FPP;30;30;WHL;FRE;LSC;150;;UKN;
2017;DEU65063318;17046574;17046574;1731449;1464807;2017-10-12;DESTL;27.3.d.24;DEU;37G3;FPP;32;32;WHL;FRE;LSC;0;;UKN;
2017;DEU65063318;17046574;17046574;1731449;1464807;2017-10-12;DESTL;27.3.d.24;DEU;37G3;FRO;25;25;WHL;FRE;LSC;0;;UKN;
2017;DEU65063318;17046574;17046574;1731449;1464807;2017-10-12;DESTL;27.3.d.24;DEU;37G3;FPI;4;4;WHL;FRE;LSC;0;;UKN;
2017;DEU65063318;17046574;17046574;1731449;1464807;2017-10-12;DESTL;27.3.d.24;DEU;37G3;FPE;10;10;WHL;FRE;LSC;0;;UKN;
2018;DEU3297716818;17047697;;;1466000;2018-11-30;DESTL;27.3.d.24;DEU;37G3;ELE;23;23;WHL;FRE;LSC;368;;UKN;
2017;DEU82734218;17050479;18049924;1833362;1468483;2017-12-18;DEKUH;27.3.d.24;DEU;37G2;COD;30.4;25.98;GUT;FRE;LSC;0;;UKN;
2017;DEU82734218;17050479;18049924;1833362;1468483;2017-12-18;DEKUH;27.3.d.24;DEU;37G2;FLE;11.11;11.11;WHL;FRE;LSC;0;;UKN;
2017;DEU82734218;17050479;18049924;1833362;1468483;2017-12-18;DEKUH;27.3.d.24;DEU;37G2;PLE;5.48;5.48;WHL;FRE;LSC;0;;UKN;
2017;DEU82734218;17051065;17051065;1739748;1469286;2017-12-30;DEKU3;27.3.d.24;DEU;37G2;DAB;12;12;WHL;FRE;LSC;0;;UKN;
2017;DEU82734218;17051065;17051065;1739748;1469286;2017-12-30;DEKU3;27.3.d.24;DEU;37G2;FLE;75;75;WHL;FRE;LSC;0;;UKN;
2017;DEU82734218;17051065;17051065;1739748;1469286;2017-12-30;DEKU3;27.3.d.24;DEU;37G2;COD;21.06;18;GUT;FRE;LSC;0;;UKN;
2017;DEU82734218;17051065;17051065;1739748;1469286;2017-12-30;DEKU3;27.3.d.24;DEU;37G2;TUR;4.5;4.5;WHL;FRE;LSC;0;;UKN;
2017;DEU82734218;17051065;17051065;1739748;1469286;2017-12-30;DEKU3;27.3.d.24;DEU;37G2;PLE;53;53;WHL;FRE;LSC;0;;UKN;
2017;DEU564833028806;17051595;17051595;1740911;1469801;2017-12-31;DEKAV;27.3.d.24;DEU;36G4;FRO;23;23;WHL;FRE;LSC;11.5;1;HCN;
2017;DEU564833028806;17051595;17051595;1740911;1469801;2017-12-31;DEKAV;27.3.d.24;DEU;36G4;FBR;221.89;221.89;WHL;FRE;LSC;109.37;1;HCN;
2017;DEU564833028806;17051595;17051595;1740911;1469801;2017-12-31;DEKAV;27.3.d.24;DEU;36G4;PLN;5;5;WHL;FRE;LSC;12.5;1;HCN;
2017;DEU170719008706;17052135;17052135;1742437;1470579;2017-12-31;DE8AN;27.3.d.24;DEU;37G4;HER;7;7;WHL;FRE;LSC;0;;UKN;
2017;DEU170719008706;17052135;17052135;1742437;1470579;2017-12-31;DE8AN;27.3.d.24;DEU;37G4;COD;52.65;45;GUT;FRE;LSC;0;;UKN;
2018;DEU423666021606;18000009;18000009;1736099;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;DAB;100;100;WHL;FRE;LSC;131;1;HCN;
2018;DEU423666021606;18000009;18000009;1736080;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;DAB;100;100;WHL;FRE;LSC;131;1;HCN;
2018;DEU423666021606;18000009;18000009;1736080;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;PLE;300;300;WHL;FRE;LSC;744;1;HCN;
2018;DEU423666021606;18000009;18000009;1736099;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;PLE;350;350;WHL;FRE;LSC;868;1;HCN;
2018;DEU423666021606;18000009;18000009;1736080;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;FLE;50;50;WHL;FRE;LSC;65;1;HCN;
2018;DEU423666021606;18000009;18000009;1736080;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;PLE;8;8;BMS;FRE;BMS;0;1;ANF;
2018;DEU423666021606;18000009;18000009;1736099;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;FLE;50;50;WHL;FRE;LSC;65;1;HCN;
2018;DEU423666021606;18000009;18000009;1736080;1467651;2018-01-02;DEHED;27.3.c.22;DEU;38G0;COD;29.25;25;GUT;FRE;LSC;99.25;4;HCN;
2018;DEU258953013206;18000010;18000010;1736222;1467917;2018-01-03;DEHHF;27.3.c.22;DEU;38G0;COD;52.65;45;GUT;FRE;LSC;118.41;5;HCN;
2018;DEU258953013206;18000010;18000010;1736222;1467917;2018-01-03;DEHHF;27.3.c.22;DEU;38G0;COD;132.21;113;GUT;FRE;LSC;565;3;HCN;
2018;DEU258953013206;18000010;18000010;1736222;1467917;2018-01-03;DEHHF;27.3.c.22;DEU;38G0;DAB;454;454;WHL;FRE;LSC;644.68;1;HCN;
2018;DEU258953013206;18000010;18000010;1736222;1467917;2018-01-03;DEHHF;27.3.c.22;DEU;38G0;PLE;1700;1700;WHL;FRE;LSC;4471;1;HCN;
2018;DEU258953013206;18000010;18000010;1736222;1467917;2018-01-03;DEHHF;27.3.c.22;DEU;38G0;PLE;21;21;BMS;FRE;BMS;2.1;1;HCN;
2018;DEU311899075906;18019982;18019982;1778036;1490202;2018-06-22;DEHHF;27.3.d.24;DEU;38G3;TUR;30.03;27.55;GUT;FRE;LSC;184.99;5;HCN;
2018;DEU311899075906;18019982;18019982;1777493;1490202;2018-06-22;DEHHF;27.3.d.24;DEU;38G2;PLE;198.78;198.78;WHL;FRE;LSC;489.01;3;HCN;
2018;DNK693351;18020007;18020007;1777495;1486906;2018-06-20;DEKAP;27.3.c.22;DEU;38G0;PLE;250;250;WHL;FRE;LSC;562.5;1;HCN;
2018;DNK693351;18020007;18020007;1777495;1486906;2018-06-20;DEKAP;27.3.c.22;DEU;38G0;FLE;75;75;WHL;FRE;LSC;62.25;1;HCN;
