eunr;luea;reisenr;area;zone;statistical_rectangle;year;quarter;month;geraet;masche;species;harbour;vessel_length_class;sum_fangkg_fangnr_ort_monat;avg_trip_price;official_landings_value;target_species;metier
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FBR;DEGRD;<10;36;2.8;72;FRO;GNS_FWS_>0_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPE;DEGRD;<10;33;6.48;202.9;FRO;GNS_FWS_>0_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DEGRD;<10;33;8.8;290.4;FRO;GNS_FWS_>0_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DEGRD;<10;2;18;36;FRO;GNS_FWS_>0_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FRO;DEGRD;<10;155;0.6;93;FRO;GNS_FWS_>0_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;HER;DEGRD;<10;737;2.97;2235;HER;GNS_SPF_32-109_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;PLN;DEGRD;<10;2;7.5;15;SAL;GNS_ANA_>=157_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;SAL;DEGRD;<10;17;22.35;380;SAL;GNS_ANA_>=157_0_0
DEU000460608;7.1;20000078;27.3.d.24;DEU;37G3;2020;1;1;GNS;;TRS;DEGRD;<10;92;8.72;800;FPE;GNS_FWS_>0_0_0
DEU000650616;5.5;20000079;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FBR;DELSA;<10;3587;0.49;1749.75;FBR;GNS_FWS_>0_0_0
DEU000650616;5.5;20000079;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DELSA;<10;113;1.3;144.7;FPI;GNS_FWS_>0_0_0
DEU000650616;5.5;20000079;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DELSA;<10;67;6.47;452.5;FPI;GNS_FWS_>0_0_0
DEU000650616;5.5;20000079;27.3.d.24;DEU;37G3;2020;1;1;GNS;;PLN;DELSA;<10;3;2.9;8.7;FPI;GNS_FWS_>0_0_0
DEU000650616;5.5;20000079;27.3.d.24;DEU;37G3;2020;1;1;GNS;;SAL;DELSA;<10;1;15;15;FPI;GNS_FWS_>0_0_0
DEU000650616;5.5;20000079;27.3.d.24;DEU;37G3;2020;1;1;GNS;;TRS;DELSA;<10;4;4.38;17.5;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FBR;DELSA;<10;3557;0.49;1731.25;FBR;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FBU;DELSA;<10;2;1.88;3.75;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPE;DELSA;<10;2;0.82;1.65;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DELSA;<10;107;1.25;132.7;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DELSA;<10;76;6.7;514.5;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FRF;DELSA;<10;3;3.33;10;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;PLN;DELSA;<10;3;2.9;8.7;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;SAL;DELSA;<10;5;17.19;92.5;FPI;GNS_FWS_>0_0_0
DEU000690616;5.06;20000080;27.3.d.24;DEU;37G3;2020;1;1;GNS;;TRS;DELSA;<10;4;4.38;17.5;FPI;GNS_FWS_>0_0_0
DEU000730606;5.06;20000081;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DETR2;<10;29;1.2;34.8;FPI;GNS_FWS_>0_0_0
DEU000730606;5.06;20000081;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DETR2;<10;22;6;134;FPI;GNS_FWS_>0_0_0
DEU000980656;7.17;20000082;27.3.d.24;DEU;38G3;2020;1;1;GNS;;FLE;DELZW;<10;13;0.8;10.4;FLE;GNS_FWS_>0_0_0
DEU000980656;7.17;20000082;27.3.d.24;DEU;38G3;2020;1;1;GNS;;FPE;DELZW;<10;5;0.99;4.95;FPP;GNS_FWS_>0_0_0
DEU000980656;7.17;20000082;27.3.d.24;DEU;38G3;2020;1;1;GNS;;FPI;DELZW;<10;86;1.37;135.1;FPI;GNS_FWS_>0_0_0
DEU000980656;7.17;20000082;27.3.d.24;DEU;38G3;2020;1;1;GNS;;FPP;DELZW;<10;62;4.27;261;FRO;GNS_FWS_>0_0_0
DEU000980656;7.17;20000082;27.3.d.24;DEU;38G3;2020;1;1;GNS;;FRO;DELZW;<10;56;0.4;22.4;FRO;GNS_FWS_>0_0_0
DEU200340220;5.45;20000083;27.3.c.22;DEU;37G0;2020;1;1;GNS;;DAB;DEHED;<10;75;1.18;88.5;PLE;GNS_DEF_110-156_0_0
DEU200340220;5.45;20000083;27.3.c.22;DEU;37G0;2020;1;1;GNS;;FLE;DEHED;<10;245;0.74;178.95;PLE;GNS_DEF_110-156_0_0
DEU200340220;5.45;20000083;27.3.c.22;DEU;37G0;2020;1;1;GNS;;PLE;DEHED;<10;2700;1.76;4762.5;PLE;GNS_DEF_110-156_0_0
DEU200340220;5.45;20000083;27.3.c.22;DEU;37G0;2020;1;1;GNS;;TUR;DEHED;<10;15;7.35;110.18;PLE;GNS_DEF_110-156_0_0
DEU200870221;10.99;20000085;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;DAB;DEWEJ;10-<12;22;1.57;34.54;PLE;OTB_DEF_>=105_1_120
DEU200870221;10.99;20000085;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;FLE;DEWEJ;10-<12;50;1.14;57;PLE;OTB_DEF_>=105_1_120
DEU200870221;10.99;20000085;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;PLE;DEWEJ;10-<12;525;2.22;1165.5;PLE;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000087;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;COD;DEHED;12-<18;29;4.5;130.5;PLE;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000087;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEHED;12-<18;50;1.32;66;PLE;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000087;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEHED;12-<18;125;0.8;100;PLE;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000087;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEHED;12-<18;800;1.92;1544.4;PLE;OTB_DEF_>=105_1_120
DEU201240208;7.71;20000099;27.3.c.22;DEU;38G0;2020;1;1;GNS;;COD;DEECK;<10;217;4.14;967.2;PLE;GNS_DEF_110-156_0_0
DEU201240208;7.71;20000099;27.3.c.22;DEU;38G0;2020;1;1;GNS;;DAB;DEECK;<10;85;0.83;69.5;PLE;GNS_DEF_110-156_0_0
DEU201240208;7.71;20000099;27.3.c.22;DEU;38G0;2020;1;1;GNS;;FLE;DEECK;<10;50;0.88;44;PLE;GNS_DEF_110-156_0_0
DEU201240208;7.71;20000099;27.3.c.22;DEU;38G0;2020;1;1;GNS;;PLE;DEECK;<10;6175;1.8;11303;PLE;GNS_DEF_110-156_0_0
DEU201240208;7.71;20000099;27.3.c.22;DEU;38G0;2020;1;1;GNS;;TUR;DEECK;<10;14;6.48;89.29;PLE;GNS_DEF_110-156_0_0
DEU201240208;7.71;20000099;27.3.c.22;DEU;38G0;2020;1;1;GNS;;WIT;DEECK;<10;69;2.5;181.7;PLE;GNS_DEF_110-156_0_0
DEU200720219;14.42;20000101;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;COD;DEHED;12-<18;59;4.42;261;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000101;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEHED;12-<18;625;1.32;825;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000101;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEHED;12-<18;150;0.8;120;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000101;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEHED;12-<18;275;1.9;531.15;DAB;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000102;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;COD;DEBSK;12-<18;1901;3.14;5971.75;PLE;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000102;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;DAB;DEBSK;12-<18;50;1.27;63.5;PLE;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000102;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;FLE;DEBSK;12-<18;50;0.91;45.5;PLE;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000102;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;PLE;DEBSK;12-<18;675;1.95;1316.25;PLE;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000102;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;TUR;DEBSK;12-<18;12;4.58;55;COD;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000104;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;COD;DEKAP;12-<18;111;5.48;608;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000104;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEKAP;12-<18;250;1.33;332.5;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000104;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEKAP;12-<18;150;0.86;129;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000104;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEKAP;12-<18;1250;2.43;3037.5;PLE;OTB_DEF_>=105_1_120
DEU200100208;17.18;20000106;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;COD;DEECK;12-<18;117;4.68;548;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000106;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;DAB;DEECK;12-<18;75;0.7;52.5;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000106;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;FLE;DEECK;12-<18;150;0.96;144;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000106;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;PLE;DEECK;12-<18;600;2.01;1206;PLE;OTB_DEF_90-104_0_0
DEU100640223;17.88;20000107;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;12-<18;234;4.74;1108;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000107;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;12-<18;440;0.72;316.8;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000107;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;12-<18;125;0.85;106.25;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000107;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;12-<18;775;2.29;1774.75;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000107;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;TUR;DEKAP;12-<18;3;10.86;32.58;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000107;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;WIT;DEKAP;12-<18;4;4.13;16.52;PLE;OTB_DEF_>=105_1_120
DEU400030109;17.24;20000109;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;COD;DEMAO;12-<18;99;4.86;481.1;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000109;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;DAB;DEMAO;12-<18;130;1.15;149.5;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000109;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;FLE;DEMAO;12-<18;200;0.91;182;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000109;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;PLE;DEMAO;12-<18;775;2.35;1821.25;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000109;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;SOL;DEMAO;12-<18;10;3.54;35.4;PLE;OTB_DEF_90-104_0_0
DNK000011784;16.09;20000110;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;12-<18;117;4.37;511;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000110;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;12-<18;825;0.58;478.5;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000110;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;12-<18;150;0.78;117;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000110;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;12-<18;800;2.18;1752.5;DAB;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;37G2;2020;1;1;OTB;120;COD;DESAS;18-<24;413;2.2;907.24;COD;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;37G2;2020;1;1;OTB;120;DAB;DESAS;18-<24;50;0.55;27.5;COD;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;37G2;2020;1;1;OTB;120;FLE;DESAS;18-<24;100;0.36;35.84;COD;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;37G2;2020;1;1;OTB;120;PLE;DESAS;18-<24;25;0.85;21.25;COD;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;37G2;2020;1;1;OTB;120;TUR;DESAS;18-<24;26;5.79;144.75;COD;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;BLL;DESAS;18-<24;8;3.94;31.5;FLE;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;COD;DESAS;18-<24;650;2.12;1429.38;FLE;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;DAB;DESAS;18-<24;25;0.55;13.75;FLE;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;FLE;DESAS;18-<24;10127;0.36;3645.16;FLE;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;PLE;DESAS;18-<24;475;0.82;404.03;FLE;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;TUR;DESAS;18-<24;61;5.52;337.76;FLE;OTB_DEF_>=105_1_120
DEU200700219;22.85;20000114;27.3.d.24;DEU;38G3;2020;1;1;OTB;120;WHG;DESAS;18-<24;177;1.13;199.5;FLE;OTB_DEF_>=105_1_120
DEU200730219;14.38;20000115;27.3.c.22;DEU;37G1;2020;1;1;LHP;;TUR;DEKU3;12-<18;5;6;30;TUR;LHP_DEF_>0_0_0
DEU200730219;14.38;20000115;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;COD;DEKU3;12-<18;246;0.22;55;COD;OTB_DEF_>=105_1_120
DEU200730219;14.38;20000115;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;FLE;DEKU3;12-<18;10;1;10;COD;OTB_DEF_>=105_1_120
DEU200730219;14.38;20000115;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;POK;DEKU3;12-<18;50;2.2;110;COD;OTB_DEF_>=105_1_120
DEU200730219;14.38;20000115;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;WHG;DEKU3;12-<18;75;1;75;COD;OTB_DEF_>=105_1_120
DEU200460220;11;20000129;27.3.c.22;DEU;37G0;2020;1;1;GTR;120;COD;DELAB;10-<12;8;3.57;28.56;FLE;GTR_DEF_110-156_0_0
DEU200460220;11;20000129;27.3.c.22;DEU;37G0;2020;1;1;GTR;120;FLE;DELAB;10-<12;40;0.69;27.6;FLE;GTR_DEF_110-156_0_0
DEU200460220;11;20000129;27.3.c.22;DEU;37G0;2020;1;1;GTR;120;PLE;DELAB;10-<12;10;1.55;15.5;FLE;GTR_DEF_110-156_0_0
DEU100210210;14.65;20000131;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;DAB;DEHED;12-<18;500;0.78;390;PLE;OTB_DEF_90-104_0_0
DEU100210210;14.65;20000131;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;FLE;DEHED;12-<18;275;0.92;253;PLE;OTB_DEF_90-104_0_0
DEU100210210;14.65;20000131;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;PLE;DEHED;12-<18;700;2.08;1456;PLE;OTB_DEF_90-104_0_0
DEU200860208;9.84;20000132;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEHED;<10;40;0.81;32.4;PLE;OTB_DEF_>=105_1_120
DEU200860208;9.84;20000132;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEHED;<10;25;0.86;21.5;PLE;OTB_DEF_>=105_1_120
DEU200860208;9.84;20000132;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEHED;<10;465;1.85;860.25;PLE;OTB_DEF_>=105_1_120
DEU200880219;10.99;20000133;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;COD;DEDAP;10-<12;16;3.54;56.56;PLE;GTR_DEF_110-156_0_0
DEU200880219;10.99;20000133;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;FLE;DEDAP;10-<12;22;0.75;16.5;PLE;GTR_DEF_110-156_0_0
DEU200880219;10.99;20000133;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;PLE;DEDAP;10-<12;109;2.03;221.27;PLE;GTR_DEF_110-156_0_0
DEU200870221;10.99;20000134;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;DAB;DEWEJ;10-<12;50;1.28;64;PLE;OTB_DEF_>=105_1_120
DEU200870221;10.99;20000134;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;FLE;DEWEJ;10-<12;115;0.68;78.2;PLE;OTB_DEF_>=105_1_120
DEU200870221;10.99;20000134;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;PLE;DEWEJ;10-<12;470;2.25;1057.5;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000143;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;COD;DETRV;18-<24;257;3.8;980.8;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000143;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;DAB;DETRV;18-<24;22;0.87;19.14;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000143;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;FLE;DETRV;18-<24;18;0.87;15.66;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000143;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;PLE;DETRV;18-<24;281;1.78;500.18;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000143;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;WHG;DETRV;18-<24;17;0.73;12.46;PLE;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000144;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;COD;DEHED;12-<18;18;3.21;57.78;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000144;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;DAB;DEHED;12-<18;375;0.85;318.75;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000144;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;FLE;DEHED;12-<18;235;0.84;197.3;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000144;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;PLE;DEHED;12-<18;250;1.81;452.5;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000145;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;18-<24;9;5.08;45.76;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000145;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;18-<24;375;1.47;551.25;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000145;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;18-<24;75;1;75;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000145;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;18-<24;250;2.44;620.5;DAB;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000146;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEKAP;12-<18;175;1.33;232.75;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000146;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEKAP;12-<18;125;0.86;107.5;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000146;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEKAP;12-<18;1075;2.42;2612.65;PLE;OTB_DEF_>=105_1_120
DEU100440209;14.56;20000147;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;COD;DEKAP;12-<18;13;6.43;83.6;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000147;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;DAB;DEKAP;12-<18;585;1.35;789.75;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000147;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;FLE;DEKAP;12-<18;156;0.83;129.48;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000147;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;PLE;DEKAP;12-<18;634;1.92;1230.56;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000148;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;COD;DEECK;12-<18;234;4.68;1096;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000148;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;DAB;DEECK;12-<18;150;0.7;105;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000148;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;FLE;DEECK;12-<18;125;0.96;120;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000148;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;PLE;DEECK;12-<18;600;2.01;1206;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000149;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;DAB;DEMAO;12-<18;250;1.15;287.5;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000149;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;FLE;DEMAO;12-<18;190;0.91;172.9;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000149;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;PLE;DEMAO;12-<18;825;2.35;1938.75;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000149;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;SOL;DEMAO;12-<18;8;3.54;28.32;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000149;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;TUR;DEMAO;12-<18;3;9.03;27.09;PLE;OTB_DEF_90-104_0_0
DEU100640223;17.88;20000151;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;12-<18;146;4.61;673.75;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000151;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;12-<18;175;1.18;206.5;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000151;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;12-<18;100;0.8;80;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000151;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;12-<18;775;2.27;1767.5;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000151;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;TUR;DEKAP;12-<18;1;6.12;6.12;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000151;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;WIT;DEKAP;12-<18;2;3.43;6.86;PLE;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000152;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;12-<18;146;4.62;675;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000152;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;12-<18;625;1.33;831.25;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000152;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;12-<18;100;0.79;79;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000152;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;12-<18;600;2.15;1296.3;DAB;OTB_DEF_>=105_1_120
DEU300720207;25.7;20000154;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;COD;DEHHF;24-<40;3192;3.65;11644.3;PLE;OTB_DEF_>=105_1_120
DEU300720207;25.7;20000154;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;DAB;DEHHF;24-<40;327;0.77;251.79;PLE;OTB_DEF_>=105_1_120
DEU300720207;25.7;20000154;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;FLE;DEHHF;24-<40;230;0.82;186.3;PLE;OTB_DEF_>=105_1_120
DEU300720207;25.7;20000154;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;PLE;DEHHF;24-<40;1634;1.57;2583.99;PLE;OTB_DEF_>=105_1_120
DEU300720207;25.7;20000154;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;TUR;DEHHF;24-<40;13;5.53;71.88;PLE;OTB_DEF_>=105_1_120
DEU300720207;25.7;20000154;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;WHG;DEHHF;24-<40;13;0.21;2.73;PLE;OTB_DEF_>=105_1_120
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FBR;DEGRD;<10;12;3.78;46;TRS;GNS_ANA_>=157_0_0
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPE;DEGRD;<10;13;7.1;91.25;FRO;GNS_FWS_>0_0_0
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DEGRD;<10;17;6.97;123.2;SAL;GNS_ANA_>=157_0_0
