eunr;luea;reisenr;area;zone;statistical_rectangle;year;quarter;month;geraet;masche;harbour;vessel_length_class;metier;BRZ;KW;days_at_sea;number_hauls;fangzeit;fangzeit_minuten
DEU001640604;7.80;20014711;27.3.c.22;DEU;37G1;2020;2;6;GNS;;DEWIS;<10;GNS_FWS_>0_0_0;3;47;1;1;;0
DEU001640604;7.80;20021527;27.3.c.22;DEU;37G1;2020;3;7;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;3;47;1;1;;0
DEU001640604;7.80;20026457;27.3.c.22;DEU;37G1;2020;3;8;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;3;47;1;1;;0
DEU001640604;7.80;20030603;27.3.c.22;DEU;37G1;2020;3;9;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;3;47;1;1;;0
DEU001640604;7.80;20035489;27.3.c.22;DEU;37G1;2020;4;10;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;3;47;1;1;;0
DEU001640604;7.80;20038885;27.3.c.22;DEU;37G1;2020;4;12;GNS;;DEWIS;<10;GNS_FWS_>0_0_0;3;47;1;1;;0
DEU001640604;7.80;20038915;27.3.c.22;DEU;37G1;2020;4;11;GNS;;DEWIS;<10;GNS_DEF_110-156_0_0;3;47;1;1;;0
DEU001650604;4.70;20002341;27.3.c.22;DEU;37G1;2020;1;1;GNS;;DEWIS;<10;GNS_ANA_>=157_0_0;1;10;1;1;;0
DEU001650604;4.70;20005282;27.3.c.22;DEU;37G1;2020;1;2;GNS;;DEWIS;<10;GNS_SPF_32-109_0_0;1;10;1;1;;0
DEU001650604;4.70;20009122;27.3.c.22;DEU;37G1;2020;2;4;GNS;;DEWIS;<10;GNS_SPF_32-109_0_0;1;10;1;1;;0
DEU001650604;4.70;20010874;27.3.c.22;DEU;37G1;2020;2;5;GNS;;DEWIS;<10;GNS_SPF_32-109_0_0;1;10;1;1;;0
DEU001650604;4.70;20014013;27.3.c.22;DEU;37G1;2020;2;6;GNS;;DEWIS;<10;GNS_SPF_32-109_0_0;1;10;1;1;;0
DEU001650604;4.70;20017022;27.3.c.22;DEU;37G1;2020;3;7;GNS;;DEWIS;<10;GNS_FWS_>0_0_0;1;10;1;1;;0
DEU001650604;4.70;20025054;27.3.c.22;DEU;37G1;2020;3;9;GNS;;DEWIS;<10;GNS_FWS_>0_0_0;1;10;1;1;;0
DEU001650604;4.70;20026072;27.3.c.22;DEU;37G1;2020;3;8;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;1;10;1;1;;0
DEU001650604;4.70;20028443;27.3.c.22;DEU;37G1;2020;4;10;GNS;;DEWIS;<10;GNS_SPF_32-109_0_0;1;10;1;1;;0
DEU001650604;4.70;20038911;27.3.c.22;DEU;37G1;2020;4;11;GNS;;DEWIS;<10;GNS_DEF_110-156_0_0;1;10;1;1;;0
DEU001650651;4.85;20012792;27.3.c.22;DEU;37G1;2020;2;4;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20016061;27.3.c.22;DEU;37G1;2020;2;5;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20018511;27.3.c.22;DEU;37G1;2020;2;6;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20021725;27.3.c.22;DEU;37G1;2020;3;7;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20026065;27.3.c.22;DEU;37G1;2020;3;8;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20030831;27.3.c.22;DEU;37G1;2020;3;9;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20035521;27.3.c.22;DEU;37G1;2020;4;10;GNS;;DERRE;<10;GNS_CAT_>0_0_0;1;6;1;1;;0
DEU001650651;4.85;20041369;27.3.c.22;DEU;37G1;2020;4;12;GNS;;DERRE;<10;GNS_ANA_>=157_0_0;1;6;1;1;;0
DEU001670604;5.74;20012786;27.3.c.22;DEU;37G1;2020;2;4;GNS;;DEWIS;<10;GNS_SPF_32-109_0_0;1;15;1;1;;0
DEU001670604;5.74;20016028;27.3.c.22;DEU;37G1;2020;2;5;GNS;;DERDI;<10;GNS_SPF_32-109_0_0;1;15;1;1;;0
DEU001670604;5.74;20018509;27.3.c.22;DEU;37G1;2020;2;6;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;1;15;1;1;;0
DEU001670604;5.74;20021540;27.3.c.22;DEU;37G1;2020;3;7;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;1;15;1;1;;0
DEU001670604;5.74;20026055;27.3.c.22;DEU;37G1;2020;3;8;GNS;;DERDI;<10;GNS_CAT_>0_0_0;1;15;1;1;;0
DEU001670604;5.74;20030786;27.3.c.22;DEU;37G1;2020;3;9;GNS;;DEWIS;<10;GNS_CAT_>0_0_0;1;15;1;1;;0
DEU001670604;5.74;20035530;27.3.c.22;DEU;37G1;2020;4;10;GNS;;DERDI;<10;GNS_CAT_>0_0_0;1;15;1;1;;0
DEU001680604;4.15;20038917;27.3.c.22;DEU;37G1;2020;4;11;GNS;;DEWIS;<10;GNS_DEF_110-156_0_0;1;4;1;1;;0
DEU001690651;9.98;20001082;27.3.c.22;DEU;37G1;2020;1;1;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20001603;27.3.c.22;DEU;37G1;2020;1;1;GNS;140;DERRE;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20002506;27.3.c.22;DEU;37G1;2020;1;1;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20002509;27.3.c.22;DEU;37G1;2020;1;2;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20006313;27.3.c.22;DEU;37G1;2020;1;2;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20006317;27.3.c.22;DEU;37G1;2020;1;2;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20006320;27.3.c.22;DEU;37G1;2020;1;2;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20006325;27.3.c.22;DEU;37G1;2020;1;2;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20006330;27.3.c.22;DEU;37G1;2020;1;2;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20006334;27.3.c.22;DEU;37G1;2020;1;2;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20009206;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;2;24;1440
DEU001690651;9.98;20009209;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;2;24;1440
DEU001690651;9.98;20009211;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20009214;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20009216;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20009220;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20009224;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;3;24;1440
DEU001690651;9.98;20009227;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;2;24;1440
DEU001690651;9.98;20009231;27.3.c.22;DEU;37G1;2020;1;3;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;2;24;1440
DEU001690651;9.98;20011403;27.3.c.22;DEU;37G1;2020;2;4;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20011407;27.3.c.22;DEU;37G1;2020;2;4;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20011410;27.3.c.22;DEU;37G1;2020;2;4;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20013255;27.3.c.22;DEU;37G1;2020;2;4;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20016872;27.3.c.22;DEU;37G1;2020;2;6;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20016877;27.3.c.22;DEU;37G1;2020;2;6;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20016880;27.3.c.22;DEU;37G1;2020;2;6;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20016889;27.3.c.22;DEU;37G1;2020;2;6;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20019161;27.3.c.22;DEU;37G1;2020;2;6;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20019163;27.3.c.22;DEU;37G1;2020;2;6;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20019165;27.3.c.22;DEU;37G1;2020;2;6;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20019167;27.3.c.22;DEU;37G1;2020;2;6;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20019170;27.3.c.22;DEU;37G1;2020;2;6;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20022869;27.3.c.22;DEU;37G1;2020;3;7;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20022872;27.3.c.22;DEU;37G1;2020;3;7;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;3;1;48;2880
DEU001690651;9.98;20022875;27.3.c.22;DEU;37G1;2020;3;7;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;3;1;48;2880
DEU001690651;9.98;20022879;27.3.c.22;DEU;37G1;2020;3;7;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;3;1;48;2880
DEU001690651;9.98;20022883;27.3.c.22;DEU;37G1;2020;3;7;GNS;140;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025378;27.3.c.22;DEU;37G1;2020;3;8;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025381;27.3.c.22;DEU;37G1;2020;3;8;GNS;220;DEKU3;<10;GNS_DEF_>=157_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025393;27.3.c.22;DEU;37G1;2020;3;8;GNS;160;DEKU3;<10;GNS_DEF_>=157_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025398;27.3.c.22;DEU;37G1;2020;3;8;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025402;27.3.c.22;DEU;37G1;2020;3;8;GNS;280;DEKU3;<10;GNS_DEF_>=157_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025405;27.3.c.22;DEU;37G1;2020;3;8;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
DEU001690651;9.98;20025409;27.3.c.22;DEU;37G1;2020;3;8;GNS;130;DEKU3;<10;GNS_DEF_110-156_0_0;10;82;2;1;24;1440
