ha_index,tr_index,fishing_depth_min,fishing_depth_max,water_depth,metier_lvl_5,metier_lvl_6,gear,mesh_size_range,selection_device,selection_device_mesh,target_species_group,target_species,number_species,total_catch,gear_addition,mesh_size,codend_mesh_size,footrope,footrope_length,jager_length,net_board_dist,net_horizontal,net_vertical,net_girth,curl_line_length,roller_diameter,beam_length,beam_chains,setnet_number,setnet_length,setnet_height,setnet_total_length,pinger,pinger_type,hooks,traps
124,98,11,21,21,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,7,1046, ,-9,120, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
125,98,14,21,21,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,8,63, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
126,98,14,21,21,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,5,63, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
127,98,14,19,19,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,9,808, ,-9,120, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
128,98,29,32,32,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,8,366, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
129,98,29,32,32,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,8,310, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
130,98,22,37,37,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,4,1746, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
131,98,22,37,37,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,4,813, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
132,99,42,45,45,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,3,3800, ,-9,115, ,20,-9,-9,-9,2.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
133,100,38,43,43,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,3,2000,INNENSTEERT,-9,120,STANDARD,28,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
134,101,-9,-9,37,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,35309,INNENSTEERT,-9,32,STANDARD,60,-9,-9,-9,24,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
135,102,-9,-9,24,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,27400,INNENSTEERT,-9,32,STANDARD,67,-9,-9,-9,22,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
136,103,15,22,24,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,27400, ,-9,32, ,-9,-9,-9,67,22,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
137,104,1,18,18,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,7200, ,32,32, ,-9,-9,-9,-9,18,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
138,105,57,63,65,TTB_DEF,TTB_DEF_>=105_1_120,TTB,>=105,1,120,DEF,293,5,900, T 90 BALLONTRAWL,-9,180, ,20,-9,-9,-9,2,260,-9,-9,-9,-9,-9,,,,,,-9,-9
139,106,56,69,69,TTB_DEF,TTB_DEF_>=105_1_115,OTB,>=105,1,115,DEF,604,5,833, ,-9,115, ,22,-9,-9,-9,3,260,-9,-9,-9,-9,-9,,,,,,-9,-9
140,107,78,83,83,TTB_DEF,TTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,7,425, ,-9,120, ,-9,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
141,108,56,65,65,TTB_DEF,TTB_DEF_>=105_1_120,TTB,>=105,1,120,DEF,293,1,2000, ,-9,122,,17,-9,-9,-9,2.5,260,-9,-9,-9,-9,-9,,,,,,-9,-9
142,109,2,3,3,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,100,INNENSTEERT,56,-9,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,10,10,2,100,,,-9,-9
143,110,8,11,11,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,8,141, ,160,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,40,50,1.8,2000,,,-9,-9
144,111,12,14,14,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,65, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,1.5,1000,,,-9,-9
145,112,20,20,20,OTB_DEF,OTB_DEF_>=90_0_0,OTB,>=90,0,0,DEF,407,5,700, ,-9,90, ,-9,-9,-9,-9,2,250,-9,-9,-9,-9,-9,,,,,,-9,-9
146,113,20,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,2,720, ,-9,128, ,17,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
147,114,21,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,2,2150, ,-9,128, ,17,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
148,115,19,20,20,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,293,3,346, ,-9,120, ,15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
149,116,19,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,2,481, ,-9,120, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
150,117,24,39,39,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,4,1164, ,-9,124, ,26,-9,-9,-9,3,300,-9,-9,-9,-9,-9,,,,,,-9,-9
151,118,7,7,7,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,1020, ,56,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,30,20,7,600,,,-9,-9
152,119,-9,-9,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,41100, ,-9,33,,38,-9,-9,-9,14,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
153,120,-9,-9,23,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,20114, ,-9,33, ,35,-9,-9,-9,12,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
154,121,-9,-9,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,4,41135, ,-9,33, ,38,-9,-9,-9,14,2400,-9,-9,-9,-9,-9,,,,,,-9,-9
155,122,-9,-9,40,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,5,5898, ,-9,34, ,-9,-9,-9,-9,15,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
156,123,-9,-9,23,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,20200, ,33,33,,35,-9,-9,-9,12,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
157,124,-9,-9,23,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,6,18600, ,-9,33, ,35,-9,-9,-9,12,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
158,125,22,25,25,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,4,836, ,-9,120, ,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
159,126,17,19,19,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,5,545, ,-9,105, ,16,-9,-9,-9,1.8,280,-9,-9,-9,-9,-9,,,,,,-9,-9
160,127,18,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,407,6,900, ,120,105, ,22,-9,-9,-9,1.5,300,-9,-9,-9,-9,-9,,,,,,-9,-9
161,128,13,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,6,112,,60,120,,16,-9,,,1.5,300,100,380,,,,,,,,,,
162,128,15,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,5,51,,60,120,,16,-9,,,1.5,300,100,380,,,,,,,,,,
163,129,2,2,2,FYK_SPF,FYK_SPF_>0_0_0,FYK,>0,0,0,SPF,181,1,140, ,25,-9, ,-9,-9,-9,50,2,-9,-9,-9,-9,-9,1,,,,,,-9,-9
164,130,2,2,2,FYK_SPF,FYK_SPF_>0_0_0,FYK,0,0,0,SPF,293,1,138, ,12,-9,,-9,-9,-9,50,2,-9,-9,-9,-9,-9,1,,,,,,-9,-9
165,131,1,2,2,FYK_SPF,FYK_SPF_>0_0_0,FYK,>0,0,0,SPF,181,1,130,INNENSTEERT,-9,-9,STANDARD,-9,-9,-9,50,2,-9,-9,-9,-9,-9,1,,,,,,-9,-9
166,132,1,2,2,FYK_SPF,FYK_SPF_>0_0_0,FYK,>0,0,0,SPF,181,3,85,INNENSTEERT,-9,-9,STANDARD,-9,-9,-9,50,2,-9,-9,-9,-9,-9,1,,,,,,-9,-9
167,133,-9,-9,2,FYK_SPF,FYK_SPF_>0_0_0,FPN,>0,0,0,SPF,181,1,420,INNENSTEERT,-9,-9,STANDARD,-9,-9,-9,50,2,-9,-9,-9,-9,-9,1,,,,,,-9,-9
168,134,18,18,18,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,3,350, ,90,120, ,11,-9,-9,-9,2.5,300,-9,-9,-9,-9,-9,,,,,,-9,-9
169,135,1,3,3,FYK_SPF,FYK_SPF_>0_0_0,FYK,0,0,0,SPF,293,1,60, ,-9,-9,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
170,136,1,4,4,FPO_CAT,FPO_CAT_>0_0_0,FPO,>0,0,0,CAT,181,1,120,INNENSTEERT,-9,-9,STANDARD,-9,-9,-9,55,0.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
171,137,11,11,11,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,12, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,55,3,55,,,-9,-9
172,137,15,15,15,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,3,3, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,55,3,55,,,-9,-9
173,137,14,14,14,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,6,7, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,2.5,50,,,-9,-9
174,138,37,40,40,TTB_DEF,TTB_DEF_>=105_1_115,OTB,>=105,1,115,DEF,293,7,2700, ,-9,115, ,20,-9,-9,-9,1.3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
175,139,-9,-9,36,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,52398,INNENSTEERT,-9,32,STANDARD,42,-9,-9,-9,21,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
176,140,-9,-9,21,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,36686, ,-9,32, ,78,-9,-9,-9,24,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
177,141,17,23,23,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,47984, ,-9,32, ,42,-9,-9,-9,24,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
178,142,1,1,24,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,35928, ,-9,32, ,42,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
179,143,-9,-9,24,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,14259,INNENSTEERT,-9,32,STANDARD,42,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
180,144,-9,-9,-9,PTB_SPF,PTB_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,67319, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
181,145,-9,-9,36,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,6,50000, ,-9,32, ,42,-9,-9,41.6,21,50,-9,-9,-9,-9,-9,,,,,,-9,-9
182,146,-9,-9,21,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,4,37000,,-9,32,,42,,,-9,20,50,,,,,,,,,,,,
183,147,1,-9,36,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,3,7931, ,-9,32,41.6,-9,-9,-9,-9,22,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
184,148,20,28,28,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,9700, ,-9,35, ,-9,-9,-9,45,21,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
185,149,-9,-9,-9,PTM_SPF,PTM_SPF_32-104_0_0, ,32-104,0,0,SPF,181,5,-9, ,-9,-9,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
186,150,1,23,36,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,5,25788, ,-9,32, ,70,-9,-9,-9,22,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
187,151,19,22,26,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,5,41200, ,-9,34, ,-9,-9,-9,41.6,20,250,-9,-9,-9,-9,-9,,,,,,-9,-9
188,152,1,24,25,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,5,53571, ,32,32, ,42,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
189,153,0,23,23,PTM_SPF,PTM_SPF_32-104_0_0,PTB,32-104,0,0,SPF,181,2,48000, ,-9,32, ,42,-9,-9,-9,24,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
190,154,-9,-9,24,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,5,14294, ,-9,32, ,-9,-9,-9,41.6,20,50,-9,-9,-9,-9,-9,,,,,,-9,-9
191,155,-9,-9,-9,PTB_SPF,PTB_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,7,67326, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
192,156,0,0,1,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,8,26000, ,-9,32, ,42,-9,-9,-9,19,500,-9,-9,-9,-9,-9,,,,,,-9,-9
193,157,18,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,6,612, ,120,105, ,20,-9,-9,-9,3,300,-9,-9,-9,-9,-9,,,,,,-9,-9
194,158,17,20,20,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,4,1298, ,-9,120, ,18,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
195,159,-9,14,14,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,293,1,2525, ,-9,110, ,19,-9,-9,-9,2,270,-9,-9,-9,-9,-9,,,,,,-9,-9
196,160,13,14,14,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,1,1960, ,110,120, ,18,-9,-9,-9,2.5,280,-9,-9,-9,-9,-9,,,,,,-9,-9
197,161,17,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,5,467, ,130,60,,-9,-9,-9,15,3,-9,175,-9,-9,-9,-9,,,,,,-9,-9
198,161,18,22,22,,,OTB,,,,,,-9,-9, ,130,60,,-9,-9,-9,15,3,-9,175,-9,-9,-9,-9,,,,,,-9,-9
199,162,16,18,18,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,604,5,617, ,110,120, ,22,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
200,162,17,20,20,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,604,6,251, ,110,120, ,22,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
201,163,18,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,1,8, ,120,105, ,20,-9,-9,-9,3,300,-9,-9,-9,-9,-9,,,,,,-9,-9
202,164,22,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,8,350, ,105,120, ,24,-9,-9,-9,1.5,320,-9,-9,-9,-9,-9,,,,,,-9,-9
203,165,9,15,15,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,407,3,330, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,80,67.5,1,5400,,,-9,-9
204,166,8,16,16,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,5,222,,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,80,50,1.5,4000,,,-9,-9
205,167,12,16,16,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,407,7,219, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,50,1.5,,,,-9,-9
206,168,7,10,10,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,93, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,100,50,1.5,5000,,,-9,-9
207,169,7,10,10,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,5,88, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,100,50,1.5,5000,,,-9,-9
208,170,4,4,4,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,29, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,1.5,1000,,,-9,-9
209,170,5,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,1,75, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,1.5,1000,,,-9,-9
210,171,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,152, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,55,1.5,1100,,,-9,-9
211,171,5,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,85, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,1.5,1000,,,-9,-9
212,171,5,6,6,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,102, ,114,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,25,55,1.5,1375,,,-9,-9
213,172,11,19,19,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,6,1900, ,-9,120, ,60,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
214,173,15,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,604,4,1500, ,-9,125, ,45,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
215,174,36,43,43,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,604,4,2500, ,-9,125, ,45,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
216,175,-9,-9,24,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,69738, ,-9,40, ,78,-9,-9,-9,30,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
217,176,1,1,31,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,45134, ,-9,36, ,78,-9,-9,-9,32,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
218,177,24,27,27,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,56770, ,-9,36,,78,-9,-9,-9,30,-9,-9,-9,-9,-9,36,,,,,,-9,-9
219,178,1,1,33,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,2,27851, ,-9,36, ,78,-9,-9,-9,32,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
220,179,-9,-9,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,19133,INNENSTEERT,-9,36,STANDARD,78,-9,-9,-9,30,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
221,180,1,30,31,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,4,45137, ,-9,36, ,-9,-9,-9,-9,32,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
222,181,0,0,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,7,77700, ,-9,36, ,78,-9,-9,-9,31,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
223,182,0,1,18,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,6,14000, ,-9,38, ,79,-9,-9,-9,30,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
224,183,0,0,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,8,19160, ,-9,36, ,78,-9,-9,-9,30,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
225,184,60,66,66,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,293,3,10136, ,-9,115, ,32,-9,-9,-9,5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
226,185,91,94,94,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,2,3343, ,-9,118, ,45,-9,-9,-9,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
227,186,81,90,90,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,293,5,780,,0,122,,57,0,,,2.5,0,,,,,,,,,,,,
228,187,20,20,20,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,5,649, ,-9,120, ,32,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
229,188,-9,-9,-9,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,407,12,365, ,-9,105, ,32,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
230,189,18,20,20,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,604,5,3907,,-9,120,STANDARD,32,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
231,190,3,5,25,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,293,2,24108, ,-9,32, ,-9,-9,-9,40,20,-9,-9,-9,-9,-9,36,,,,,,-9,-9
232,191,0,71,71,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,4,1120, ,120,105, ,32,-9,-9,-9,3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
233,192,20,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,8,880, ,123,110, ,18,-9,-9,-9,1,300,-9,-9,-9,-9,-9,,,,,,-9,-9
234,193,14,16,16,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,2,500, ,-9,120,STANDARD,11,-9,-9,0,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
235,194,10,17,17,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,6,186, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,50,2,,,,-9,-9
236,195,3,7,7,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,7,731, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,70,50,2,3500,,,-9,-9
237,196,12,13,13,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,607,7,194, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,2,50,,,-9,-9
238,196,13,14,14,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,607,8,186, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,2,50,,,-9,-9
239,196,14,15,15,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,607,6,146, ,170,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,2,50,,,-9,-9
240,197,20,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,407,4,655,,105,120,,27,-9,-9,-9,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
241,198,22,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,1,-9, ,105,120, ,30,-9,-9,-9,1,300,-9,-9,-9,-9,-9,,,,,,-9,-9
242,199,19,21,21,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,3,1300, ,-9,110, ,18,-9,-9,-9,1.2,300,-9,-9,-9,-9,-9,,,,,,-9,-9
243,200,20,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,7,700, ,120,105, ,20,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
244,201,22,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,5,2600, ,-9,105, ,16,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
245,202,20,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,5,600, ,120,105, ,20,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
246,203,21,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,9,3500, ,-9,105, ,18,-9,-9,-9,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
247,204,20,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,8,1000, ,-9,105, ,18,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
248,205,18,21,21,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,604,3,675, ,-9,120, ,22,-9,-9,-9,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
249,206,20,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,3,564, ,105,120, ,18,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
